"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","trstplt","trstep","trstprt","trstprl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","atchctr","atcherp"
"ESS8e02_3",8,"2.3","23.11.2023",21,"AT",0.767498,1.2803395,0.3703929,0.47422865,7,6,6,9,88,3,5,6,8,3,9,5,7,1
"ESS8e02_3",8,"2.3","23.11.2023",22,"AT",0.62280774,0.6477802,0.3703929,0.23993318,8,8,8,8,6,8,6,7,8,8,7,7,7,3
"ESS8e02_3",8,"2.3","23.11.2023",23,"AT",1.7364239,2.9338708,0.3703929,1.0866848,5,6,5,7,3,9,8,8,6,7,8,9,9,9
"ESS8e02_3",8,"2.3","23.11.2023",24,"AT",0.5087625,0.37406778,0.3703929,0.13855204,4,3,3,6,7,3,3,1,6,4,7,2,9,5
"ESS8e02_3",8,"2.3","23.11.2023",28,"AT",0.87705755,0.69678885,0.3703929,0.25808564,6,6,6,7,4,7,7,6,8,7,8,6,9,8
"ESS8e02_3",8,"2.3","23.11.2023",29,"AT",1.017525,0.6998673,0.3703929,0.25922588,2,2,2,2,9,4,6,5,6,9,10,8,10,6
"ESS8e02_3",8,"2.3","23.11.2023",30,"AT",0.50551033,0.505511,0.3703929,0.18723768,3,3,3,3,6,8,4,4,3,8,7,7,10,4
"ESS8e02_3",8,"2.3","23.11.2023",32,"AT",1.6518118,2.9315739,0.3703929,1.0858341,5,8,5,8,7,8,5,4,8,8,10,8,9,7
"ESS8e02_3",8,"2.3","23.11.2023",34,"AT",1.0742333,0.69475245,0.3703929,0.25733137,8,8,10,10,9,6,7,6,7,8,7,5,5,6
"ESS8e02_3",8,"2.3","23.11.2023",39,"AT",1.7662833,1.5323528,0.3703929,0.5675726,2,3,3,1,10,6,7,8,6,7,6,8,9,7
"ESS8e02_3",8,"2.3","23.11.2023",42,"AT",1.1410472,1.9175367,0.3703929,0.710242,2,3,88,3,5,5,5,88,4,5,5,5,6,6
"ESS8e02_3",8,"2.3","23.11.2023",43,"AT",0.6480055,0.36016834,0.3703929,0.1334038,2,4,2,2,5,10,8,5,5,9,9,10,10,10
"ESS8e02_3",8,"2.3","23.11.2023",45,"AT",1.44096,0.741353,0.3703929,0.27459186,6,7,6,7,2,7,7,7,8,8,9,8,10,10
"ESS8e02_3",8,"2.3","23.11.2023",48,"AT",0.53482395,0.40534794,0.3703929,0.15013799,6,4,6,8,5,8,8,8,9,5,9,8,9,8
"ESS8e02_3",8,"2.3","23.11.2023",49,"AT",1.2153455,1.8586552,0.3703929,0.6884327,5,5,5,5,5,8,8,5,5,4,8,8,8,4
"ESS8e02_3",8,"2.3","23.11.2023",50,"AT",0.89775264,0.4826832,0.3703929,0.17878243,3,0,3,3,3,10,4,1,1,10,6,8,10,2
"ESS8e02_3",8,"2.3","23.11.2023",52,"AT",1.3845699,0.7088468,0.3703929,0.2625518,4,3,4,5,5,8,6,6,8,7,7,7,7,6
"ESS8e02_3",8,"2.3","23.11.2023",53,"AT",0.37437674,0.24167314,0.3703929,0.08951401,3,7,6,6,5,9,6,5,6,6,7,8,8,7
"ESS8e02_3",8,"2.3","23.11.2023",54,"AT",0.8669471,0.7376362,0.3703929,0.2732152,5,5,5,7,4,9,7,6,7,8,6,8,10,9
"ESS8e02_3",8,"2.3","23.11.2023",56,"AT",1.1259264,0.7744271,0.3703929,0.2868423,4,4,3,5,5,8,5,4,5,8,4,8,9,5
"ESS8e02_3",8,"2.3","23.11.2023",57,"AT",1.3907148,0.74772775,0.3703929,0.27695304,3,2,4,4,5,6,6,5,7,7,6,6,7,88
"ESS8e02_3",8,"2.3","23.11.2023",58,"AT",2.6845434,2.353373,0.3703929,0.87167263,7,7,7,7,88,10,7,7,9,9,8,10,7,6
"ESS8e02_3",8,"2.3","23.11.2023",60,"AT",1.9440165,1.2662293,0.3703929,0.4690023,4,4,4,7,4,9,5,6,8,4,7,9,9,9
"ESS8e02_3",8,"2.3","23.11.2023",61,"AT",2.908315,3.9999995,0.3703929,1.4815714,2,1,2,4,77,6,4,77,5,3,6,6,3,5
"ESS8e02_3",8,"2.3","23.11.2023",62,"AT",1.8502984,1.1944321,0.3703929,0.44240916,3,1,3,2,88,0,9,4,6,7,9,10,10,8
"ESS8e02_3",8,"2.3","23.11.2023",63,"AT",1.1397051,2.224231,0.3703929,0.82383937,3,3,3,4,2,3,6,6,4,3,6,3,10,10
"ESS8e02_3",8,"2.3","23.11.2023",64,"AT",1.3886967,2.1523912,0.3703929,0.79723036,9,9,9,9,0,8,8,9,9,6,10,9,10,8
"ESS8e02_3",8,"2.3","23.11.2023",65,"AT",0.6367112,0.6494825,0.3703929,0.24056369,7,88,7,8,6,8,7,8,10,10,9,8,7,3
"ESS8e02_3",8,"2.3","23.11.2023",66,"AT",0.74875355,0.56642747,0.3703929,0.2098007,2,2,3,3,4,9,8,6,4,6,9,8,9,5
"ESS8e02_3",8,"2.3","23.11.2023",67,"AT",1.1693654,0.813686,0.3703929,0.30138353,0,0,0,0,5,10,7,0,5,3,5,8,10,10
"ESS8e02_3",8,"2.3","23.11.2023",68,"AT",0.88929296,0.49427855,0.3703929,0.18307726,2,0,2,5,77,7,5,2,3,7,8,8,10,10
"ESS8e02_3",8,"2.3","23.11.2023",71,"AT",0.889293,0.60831046,0.3703929,0.22531387,4,3,5,2,7,8,5,2,3,4,6,7,10,6
"ESS8e02_3",8,"2.3","23.11.2023",72,"AT",0.8666936,1.379814,0.3703929,0.5110733,5,6,5,7,88,9,7,6,7,7,9,8,8,6
"ESS8e02_3",8,"2.3","23.11.2023",74,"AT",1.1784298,0.81053954,0.3703929,0.30021808,8,9,9,10,0,0,2,4,9,9,8,9,10,5
"ESS8e02_3",8,"2.3","23.11.2023",75,"AT",0.56233686,1.6537665,0.3703929,0.61254334,2,0,1,1,9,9,3,1,1,3,6,7,10,1
"ESS8e02_3",8,"2.3","23.11.2023",76,"AT",0.6228077,0.4836771,0.3703929,0.17915055,8,8,8,7,2,9,7,8,7,9,9,9,9,7
"ESS8e02_3",8,"2.3","23.11.2023",79,"AT",0.8263533,0.6386044,0.3703929,0.23653454,3,2,2,2,5,10,5,5,5,0,7,7,7,5
"ESS8e02_3",8,"2.3","23.11.2023",80,"AT",1.3148706,1.0211384,0.3703929,0.3782224,1,0,1,0,6,9,4,7,3,7,7,8,10,2
"ESS8e02_3",8,"2.3","23.11.2023",81,"AT",0.8263533,1.1380687,0.3703929,0.42153254,2,0,2,5,77,8,5,4,8,5,8,7,8,6
"ESS8e02_3",8,"2.3","23.11.2023",82,"AT",1.6397687,2.8028748,0.3703929,1.0381649,1,2,3,3,7,8,2,2,2,5,5,8,9,5
"ESS8e02_3",8,"2.3","23.11.2023",83,"AT",1.1001256,2.0775049,0.3703929,0.76949304,1,1,1,1,77,0,5,5,5,88,8,8,9,2
"ESS8e02_3",8,"2.3","23.11.2023",84,"AT",1.2456154,1.2955604,0.3703929,0.47986636,88,88,88,88,88,10,10,10,8,9,8,10,10,10
"ESS8e02_3",8,"2.3","23.11.2023",86,"AT",1.0553485,1.4712623,0.3703929,0.5449451,5,5,5,7,3,10,7,5,5,5,8,10,5,5
"ESS8e02_3",8,"2.3","23.11.2023",89,"AT",0.4333468,0.863941,0.3703929,0.3199976,5,7,4,7,6,9,7,7,9,7,8,9,9,8
"ESS8e02_3",8,"2.3","23.11.2023",90,"AT",0.9068252,0.687291,0.3703929,0.2545677,4,5,5,6,4,8,7,4,7,6,7,8,7,5
"ESS8e02_3",8,"2.3","23.11.2023",93,"AT",1.1899725,2.292676,0.3703929,0.8491909,3,5,3,5,4,8,7,7,5,5,7,8,3,7
"ESS8e02_3",8,"2.3","23.11.2023",94,"AT",0.6228077,1.3877696,0.3703929,0.51401997,1,2,0,0,10,2,0,1,0,0,4,0,10,0
"ESS8e02_3",8,"2.3","23.11.2023",97,"AT",1.296011,0.94766235,0.3703929,0.3510074,4,6,4,5,5,8,6,6,5,4,8,6,9,6
"ESS8e02_3",8,"2.3","23.11.2023",101,"AT",0.4033883,0.31327438,0.3703929,0.116034605,0,10,0,6,9,10,3,5,5,9,10,10,10,7
"ESS8e02_3",8,"2.3","23.11.2023",102,"AT",1.2456154,0.9673542,0.3703929,0.3583011,5,6,5,7,4,9,8,7,9,7,10,8,7,5
"ESS8e02_3",8,"2.3","23.11.2023",104,"AT",0.767498,0.6260783,0.3703929,0.23189496,6,4,5,6,6,9,7,5,10,3,9,9,10,7
"ESS8e02_3",8,"2.3","23.11.2023",106,"AT",0.893642,1.4122977,0.3703929,0.523105,0,1,5,0,6,9,5,7,6,6,5,6,10,9
"ESS8e02_3",8,"2.3","23.11.2023",110,"AT",1.7572243,0.9935286,0.3703929,0.36799592,8,0,9,7,5,7,3,3,8,9,10,8,7,7
"ESS8e02_3",8,"2.3","23.11.2023",111,"AT",1.5563504,2.088375,0.3703929,0.7735193,0,0,0,2,88,10,0,0,4,8,8,10,10,10
"ESS8e02_3",8,"2.3","23.11.2023",112,"AT",0.8259059,1.1450769,0.3703929,0.42412832,3,4,3,5,77,8,7,5,6,9,9,7,7,6
"ESS8e02_3",8,"2.3","23.11.2023",113,"AT",1.2294719,1.9797726,0.3703929,0.73329365,4,5,3,5,2,9,6,3,6,3,7,9,8,6
"ESS8e02_3",8,"2.3","23.11.2023",116,"AT",0.7781752,1.0365411,0.3703929,0.38392746,0,0,0,5,6,7,5,2,8,5,8,8,10,5
"ESS8e02_3",8,"2.3","23.11.2023",117,"AT",0.5426262,0.72677547,0.3703929,0.26919246,4,3,3,5,0,4,2,3,4,8,8,5,9,8
"ESS8e02_3",8,"2.3","23.11.2023",120,"AT",0.53247005,0.7423171,0.3703929,0.27494895,0,3,0,2,5,5,3,0,5,6,6,5,8,8
"ESS8e02_3",8,"2.3","23.11.2023",121,"AT",1.6518121,1.2078291,0.3703929,0.4473713,3,0,3,6,3,9,5,2,5,0,8,8,10,0
"ESS8e02_3",8,"2.3","23.11.2023",122,"AT",0.65743524,0.68379647,0.3703929,0.25327334,7,7,7,8,7,9,6,8,8,7,9,7,7,5
"ESS8e02_3",8,"2.3","23.11.2023",123,"AT",1.7970623,2.7801287,0.3703929,1.0297399,88,88,88,88,88,6,4,88,5,7,8,7,4,3
"ESS8e02_3",8,"2.3","23.11.2023",124,"AT",0.46953857,0.48836562,0.3703929,0.18088715,5,4,5,7,5,9,5,8,7,8,9,7,8,3
"ESS8e02_3",8,"2.3","23.11.2023",126,"AT",0.92304665,0.40325126,0.3703929,0.1493614,3,2,2,5,5,8,5,5,6,4,6,7,7,5
"ESS8e02_3",8,"2.3","23.11.2023",127,"AT",0.4076942,0.543055,0.3703929,0.20114371,5,4,4,6,4,10,6,6,7,10,9,9,8,6
"ESS8e02_3",8,"2.3","23.11.2023",128,"AT",1.6525187,1.6856651,0.3703929,0.62435836,5,4,5,6,3,7,5,4,5,7,8,7,7,4
"ESS8e02_3",8,"2.3","23.11.2023",132,"AT",1.0683297,0.78548974,0.3703929,0.2909398,4,0,3,7,1,9,7,6,7,9,7,9,7,5
"ESS8e02_3",8,"2.3","23.11.2023",133,"AT",0.446821,0.29465497,0.3703929,0.1091381,4,5,4,88,88,6,5,88,5,88,7,6,88,88
"ESS8e02_3",8,"2.3","23.11.2023",134,"AT",1.285188,1.7340361,0.3703929,0.6422746,1,4,1,1,10,10,5,3,5,7,7,9,9,6
"ESS8e02_3",8,"2.3","23.11.2023",135,"AT",0.44575372,0.3395063,0.3703929,0.12575072,6,6,6,7,6,9,7,8,6,9,10,7,8,5
"ESS8e02_3",8,"2.3","23.11.2023",140,"AT",0.6367111,0.9190149,0.3703929,0.34039658,5,88,3,88,3,3,4,5,9,4,8,4,4,1
"ESS8e02_3",8,"2.3","23.11.2023",144,"AT",0.5500628,0.7668429,0.3703929,0.28403315,7,8,3,7,4,8,7,7,8,8,9,10,8,10
"ESS8e02_3",8,"2.3","23.11.2023",147,"AT",0.4131185,0.42968336,0.3703929,0.15915166,8,7,7,9,4,7,8,9,9,9,10,8,9,9
"ESS8e02_3",8,"2.3","23.11.2023",152,"AT",1.1001256,0.75668097,0.3703929,0.28026924,8,9,10,10,2,3,5,2,3,5,3,4,7,8
"ESS8e02_3",8,"2.3","23.11.2023",155,"AT",0.53665406,0.3691178,0.3703929,0.1367186,2,0,2,5,2,6,2,3,3,5,8,5,10,6
"ESS8e02_3",8,"2.3","23.11.2023",157,"AT",1.3466289,0.7240248,0.3703929,0.26817364,1,1,1,3,5,10,3,3,9,9,9,10,10,3
"ESS8e02_3",8,"2.3","23.11.2023",159,"AT",2.4996924,1.4366684,0.3703929,0.53213173,5,4,4,6,5,5,4,5,4,5,4,5,5,3
"ESS8e02_3",8,"2.3","23.11.2023",160,"AT",0.61473596,0.9510219,0.3703929,0.35225174,7,7,7,7,9,8,8,8,7,7,7,8,10,6
"ESS8e02_3",8,"2.3","23.11.2023",161,"AT",1.5830227,2.0920482,0.3703929,0.77487975,1,0,1,2,2,10,5,5,5,7,5,10,8,7
"ESS8e02_3",8,"2.3","23.11.2023",162,"AT",1.8781543,1.6294082,0.3703929,0.6035212,5,6,5,6,4,9,6,6,8,7,8,9,8,7
"ESS8e02_3",8,"2.3","23.11.2023",166,"AT",1.8460933,0.8065025,0.3703929,0.2987228,3,3,3,5,4,7,4,7,4,6,4,7,6,4
"ESS8e02_3",8,"2.3","23.11.2023",167,"AT",0.3890876,0.51827055,0.3703929,0.19196373,6,6,6,6,88,8,88,7,8,7,8,6,10,8
"ESS8e02_3",8,"2.3","23.11.2023",169,"AT",1.661153,1.7520081,0.3703929,0.6489313,4,4,5,5,5,7,4,3,6,4,6,7,4,6
"ESS8e02_3",8,"2.3","23.11.2023",171,"AT",1.0110208,0.7662616,0.3703929,0.28381783,7,8,6,9,4,5,7,3,6,4,8,5,5,7
"ESS8e02_3",8,"2.3","23.11.2023",172,"AT",0.43852878,0.34839442,0.3703929,0.12904282,8,6,7,8,4,8,7,7,8,7,10,5,10,4
"ESS8e02_3",8,"2.3","23.11.2023",173,"AT",0.7781155,0.5131266,0.3703929,0.19005845,5,2,5,5,5,10,7,6,8,8,5,10,7,8
"ESS8e02_3",8,"2.3","23.11.2023",174,"AT",0.9987675,0.7607064,0.3703929,0.28176025,8,7,8,8,3,10,8,8,9,8,10,10,10,9
"ESS8e02_3",8,"2.3","23.11.2023",177,"AT",0.88929296,0.5820935,0.3703929,0.21560329,5,6,5,5,3,5,3,4,8,2,5,5,8,3
"ESS8e02_3",8,"2.3","23.11.2023",178,"AT",1.1707522,0.89169776,0.3703929,0.33027852,4,4,3,4,7,8,6,3,1,8,5,5,1,1
"ESS8e02_3",8,"2.3","23.11.2023",180,"AT",0.89210397,0.38973317,0.3703929,0.14435439,4,3,4,5,4,7,6,6,6,7,7,8,7,5
"ESS8e02_3",8,"2.3","23.11.2023",181,"AT",0.45341262,0.36089322,0.3703929,0.13367228,6,3,4,8,0,8,3,6,9,4,8,6,10,10
"ESS8e02_3",8,"2.3","23.11.2023",186,"AT",0.9336193,0.79436386,0.3703929,0.29422674,0,3,3,3,7,4,5,2,4,6,8,2,8,5
"ESS8e02_3",8,"2.3","23.11.2023",189,"AT",1.271096,0.8414992,0.3703929,0.31168532,7,3,9,7,4,7,2,4,7,5,9,8,10,7
"ESS8e02_3",8,"2.3","23.11.2023",192,"AT",0.89775264,0.39220098,0.3703929,0.14526846,2,1,2,5,5,10,8,0,8,3,5,10,10,8
"ESS8e02_3",8,"2.3","23.11.2023",194,"AT",1.3907149,0.7477279,0.3703929,0.27695307,5,3,5,6,4,7,6,5,7,6,7,7,7,6
"ESS8e02_3",8,"2.3","23.11.2023",195,"AT",0.41317663,0.6529777,0.3703929,0.2418583,3,5,3,5,6,5,7,5,5,5,9,3,8,5
"ESS8e02_3",8,"2.3","23.11.2023",199,"AT",2.3255782,1.2997143,0.3703929,0.48140493,2,2,2,2,5,3,3,2,8,8,8,5,10,5
"ESS8e02_3",8,"2.3","23.11.2023",200,"AT",0.58166295,0.38357612,0.3703929,0.14207387,4,2,4,5,5,7,5,3,6,7,8,7,6,6
"ESS8e02_3",8,"2.3","23.11.2023",201,"AT",0.446821,0.3453024,0.3703929,0.12789756,5,5,5,8,6,8,5,3,2,8,8,5,9,3
"ESS8e02_3",8,"2.3","23.11.2023",203,"AT",1.3254508,0.74076504,0.3703929,0.2743741,10,9,10,10,8,8,9,7,10,7,7,4,8,9
"ESS8e02_3",8,"2.3","23.11.2023",204,"AT",1.0234799,0.6451886,0.3703929,0.23897327,6,5,6,7,3,7,6,6,7,7,8,8,10,8
"ESS8e02_3",8,"2.3","23.11.2023",207,"AT",1.760423,1.5432537,0.3703929,0.57161015,4,4,4,4,5,9,7,5,6,7,9,8,10,5
"ESS8e02_3",8,"2.3","23.11.2023",209,"AT",1.7364239,0.97044915,0.3703929,0.35944745,4,6,8,6,10,8,8,7,9,7,9,6,7,6
"ESS8e02_3",8,"2.3","23.11.2023",210,"AT",1.5262874,4,0.3703929,1.4815716,5,8,5,10,5,8,6,4,6,4,5,7,10,8
"ESS8e02_3",8,"2.3","23.11.2023",213,"AT",1.1671731,0.76968956,0.3703929,0.28508753,7,5,7,8,8,10,10,9,9,9,8,10,10,3
"ESS8e02_3",8,"2.3","23.11.2023",216,"AT",1.2019782,1.0297114,0.3703929,0.38139775,6,5,6,6,77,8,5,5,6,6,7,8,6,8
"ESS8e02_3",8,"2.3","23.11.2023",219,"AT",0.49518752,0.42054015,0.3703929,0.15576509,0,0,0,0,3,10,5,4,5,6,6,2,10,7
"ESS8e02_3",8,"2.3","23.11.2023",222,"AT",0.9868556,1.6462713,0.3703929,0.6097672,2,0,2,3,5,7,3,1,3,4,6,6,10,4
"ESS8e02_3",8,"2.3","23.11.2023",223,"AT",1.1805792,1.2961466,0.3703929,0.4800835,0,1,1,4,7,9,6,2,6,7,8,9,9,6
"ESS8e02_3",8,"2.3","23.11.2023",224,"AT",0.28116843,0.48060447,0.3703929,0.17801248,4,1,4,5,88,8,5,3,3,1,6,8,8,5
"ESS8e02_3",8,"2.3","23.11.2023",225,"AT",0.60296565,0.41472787,0.3703929,0.15361226,5,6,5,5,7,10,6,4,5,7,8,10,10,8
"ESS8e02_3",8,"2.3","23.11.2023",226,"AT",2.2794101,1.9357991,0.3703929,0.7170062,7,7,7,8,2,9,8,6,9,6,8,9,9,8
"ESS8e02_3",8,"2.3","23.11.2023",227,"AT",0.53416485,1.5528053,0.3703929,0.57514805,6,5,6,8,4,10,3,1,6,8,8,10,6,6
"ESS8e02_3",8,"2.3","23.11.2023",229,"AT",2.6623502,1.957494,0.3703929,0.72504187,5,6,5,7,6,6,5,5,6,8,8,5,7,8
"ESS8e02_3",8,"2.3","23.11.2023",230,"AT",0.446821,0.6576011,0.3703929,0.24357077,0,0,0,2,6,4,3,0,2,8,4,3,7,1
"ESS8e02_3",8,"2.3","23.11.2023",231,"AT",1.0848502,0.714016,0.3703929,0.26446646,2,1,7,7,4,7,5,6,9,7,8,8,6,6
"ESS8e02_3",8,"2.3","23.11.2023",233,"AT",0.45827988,0.36476704,0.3703929,0.13510711,4,6,3,5,4,10,9,4,9,3,9,10,10,10
"ESS8e02_3",8,"2.3","23.11.2023",234,"AT",1.0683297,0.78548974,0.3703929,0.2909398,9,9,9,9,4,10,8,6,8,88,9,10,8,10
"ESS8e02_3",8,"2.3","23.11.2023",236,"AT",0.826237,1.1379086,0.3703929,0.42147323,9,7,8,9,5,10,9,9,7,4,8,10,9,8
"ESS8e02_3",8,"2.3","23.11.2023",240,"AT",0.9478932,0.6250861,0.3703929,0.23152746,5,88,88,7,5,7,7,8,8,6,8,9,9,8
"ESS8e02_3",8,"2.3","23.11.2023",243,"AT",1.1784298,2.225377,0.3703929,0.8242639,2,0,1,3,2,4,2,2,1,3,2,0,0,1
"ESS8e02_3",8,"2.3","23.11.2023",245,"AT",0.53247005,0.36623985,0.3703929,0.13565263,2,5,2,5,3,8,5,4,8,8,10,8,8,8
"ESS8e02_3",8,"2.3","23.11.2023",247,"AT",1.0092835,0.85713834,0.3703929,0.31747794,5,3,5,6,6,8,7,6,7,8,8,8,7,5
"ESS8e02_3",8,"2.3","23.11.2023",252,"AT",0.8977526,1.1857047,0.3703929,0.4391766,2,2,2,2,5,10,7,4,8,3,9,10,9,8
"ESS8e02_3",8,"2.3","23.11.2023",253,"AT",0.8263533,0.6386044,0.3703929,0.23653454,0,0,0,0,77,9,5,0,5,1,7,8,7,5
"ESS8e02_3",8,"2.3","23.11.2023",257,"AT",0.8932074,0.7286241,0.3703929,0.2698772,1,0,1,2,6,7,4,1,2,2,5,8,10,2
"ESS8e02_3",8,"2.3","23.11.2023",258,"AT",1.1410472,0.9775132,0.3703929,0.36206394,2,2,2,4,5,8,4,3,3,7,5,8,9,5
"ESS8e02_3",8,"2.3","23.11.2023",261,"AT",0.826237,0.64166194,0.3703929,0.23766702,0,3,0,5,7,9,0,2,0,7,7,8,10,5
"ESS8e02_3",8,"2.3","23.11.2023",264,"AT",0.46953857,0.77237636,0.3703929,0.2860827,3,4,3,4,4,5,8,6,7,7,8,5,9,9
"ESS8e02_3",8,"2.3","23.11.2023",265,"AT",2.049286,3.699722,0.3703929,1.3703507,4,4,4,4,6,9,6,2,3,6,6,9,10,5
"ESS8e02_3",8,"2.3","23.11.2023",266,"AT",1.3404629,2.1184464,0.3703929,0.7846575,1,0,0,1,5,7,5,0,4,8,6,7,6,5
"ESS8e02_3",8,"2.3","23.11.2023",269,"AT",1.017525,1.3447134,0.3703929,0.4980723,5,4,5,7,6,10,5,3,8,3,7,10,9,9
"ESS8e02_3",8,"2.3","23.11.2023",271,"AT",1.0092835,0.80183697,0.3703929,0.29699472,7,6,6,7,9,10,6,6,7,8,8,10,9,4
"ESS8e02_3",8,"2.3","23.11.2023",273,"AT",0.578808,0.3790855,0.3703929,0.14041057,1,1,1,1,7,6,5,6,8,6,7,7,8,8
"ESS8e02_3",8,"2.3","23.11.2023",277,"AT",1.0553485,0.6911919,0.3703929,0.25601256,2,2,1,88,7,8,7,88,8,8,7,8,7,7
"ESS8e02_3",8,"2.3","23.11.2023",279,"AT",1.0308735,0.90869033,0.3703929,0.33657244,5,5,3,7,3,10,8,4,7,6,8,9,9,6
"ESS8e02_3",8,"2.3","23.11.2023",284,"AT",0.82635325,0.8594874,0.3703929,0.31834802,7,7,7,8,5,8,8,8,7,8,7,8,9,7
"ESS8e02_3",8,"2.3","23.11.2023",288,"AT",1.296011,1.7263058,0.3703929,0.6394114,6,3,4,3,5,8,8,5,4,8,7,9,9,6
"ESS8e02_3",8,"2.3","23.11.2023",291,"AT",0.42627102,0.5287629,0.3703929,0.19585001,1,0,5,0,77,2,3,1,1,3,1,1,9,2
"ESS8e02_3",8,"2.3","23.11.2023",293,"AT",0.9068252,0.69067913,0.3703929,0.25582263,5,1,5,0,5,9,1,0,0,5,0,9,7,4
"ESS8e02_3",8,"2.3","23.11.2023",295,"AT",0.61473596,0.46504363,0.3703929,0.17224886,1,0,1,1,2,9,6,1,0,7,8,8,10,5
"ESS8e02_3",8,"2.3","23.11.2023",297,"AT",0.8102303,1.8064612,0.3703929,0.6691004,4,5,4,4,6,10,8,5,4,6,8,8,8,3
"ESS8e02_3",8,"2.3","23.11.2023",301,"AT",0.4934278,0.8231357,0.3703929,0.3048836,2,1,2,4,6,7,5,2,5,88,6,5,10,5
"ESS8e02_3",8,"2.3","23.11.2023",302,"AT",0.889293,0.57923824,0.3703929,0.21454573,3,2,2,4,77,5,4,4,5,8,8,77,7,3
"ESS8e02_3",8,"2.3","23.11.2023",304,"AT",1.0110208,0.7662616,0.3703929,0.28381783,4,7,4,5,9,9,1,5,2,4,4,8,8,8
"ESS8e02_3",8,"2.3","23.11.2023",305,"AT",0.80677664,0.5320269,0.3703929,0.19705898,10,10,10,10,5,8,10,9,9,10,10,8,5,7
"ESS8e02_3",8,"2.3","23.11.2023",307,"AT",1.2308779,1.9596112,0.3703929,0.725826,3,3,3,6,5,8,4,88,7,6,8,7,2,2
"ESS8e02_3",8,"2.3","23.11.2023",310,"AT",1.8672386,1.9046919,0.3703929,0.70548433,3,4,5,7,5,8,5,4,7,7,8,8,7,5
"ESS8e02_3",8,"2.3","23.11.2023",311,"AT",1.3422717,0.87428457,0.3703929,0.3238288,3,5,5,5,3,10,6,6,5,3,9,10,9,9
"ESS8e02_3",8,"2.3","23.11.2023",314,"AT",0.66455954,0.50367546,0.3703929,0.18655781,2,0,2,5,5,9,5,3,4,7,8,9,10,5
"ESS8e02_3",8,"2.3","23.11.2023",322,"AT",1.1907046,1.0986067,0.3703929,0.4069161,4,3,3,8,4,8,7,3,4,4,6,8,6,8
"ESS8e02_3",8,"2.3","23.11.2023",323,"AT",0.8259059,0.5379512,0.3703929,0.19925329,3,88,3,5,77,7,6,2,3,8,8,8,9,2
"ESS8e02_3",8,"2.3","23.11.2023",325,"AT",0.5046418,0.38175827,0.3703929,0.14140055,5,4,5,4,1,8,5,6,6,8,8,9,9,5
"ESS8e02_3",8,"2.3","23.11.2023",327,"AT",0.57239133,0.43382046,0.3703929,0.16068402,1,0,2,5,5,5,7,3,4,7,10,5,10,4
