"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","trstplt","trstep","trstprt","trstprl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy"
"ESS4e04_6",4,"4.6","14.11.2023",12207,"BE",1.0074,1.1313298,0.50377333,0.5699338,3,0,7,0,9,8,6,4,4,7,8,8
"ESS4e04_6",4,"4.6","14.11.2023",12208,"BE",1.0074,1.1616943,0.50377333,0.5852306,1,2,1,2,10,8,3,0,8,7,9,8
"ESS4e04_6",4,"4.6","14.11.2023",12303,"BE",1.0074,0.9606094,0.50377333,0.4839294,4,6,2,4,3,8,2,4,3,7,7,7
"ESS4e04_6",4,"4.6","14.11.2023",12305,"BE",1.0074,0.8229225,0.50377333,0.41456643,7,8,3,8,4,9,8,8,9,7,8,9
"ESS4e04_6",4,"4.6","14.11.2023",12308,"BE",1.0074,0.93550086,0.50377333,0.4712804,3,5,3,2,7,8,4,3,5,7,7,8
"ESS4e04_6",4,"4.6","14.11.2023",12401,"BE",1.0074,0.8232233,0.50377333,0.41471794,1,5,1,2,8,8,2,1,7,8,8,9
"ESS4e04_6",4,"4.6","14.11.2023",12402,"BE",1.0074,1.1313298,0.50377333,0.5699338,7,5,7,7,5,8,6,8,7,8,8,9
"ESS4e04_6",4,"4.6","14.11.2023",12403,"BE",1.0074,0.9606094,0.50377333,0.4839294,7,8,7,8,3,8,4,4,5,7,8,8
"ESS4e04_6",4,"4.6","14.11.2023",12404,"BE",1.0074,0.7989014,0.50377333,0.40246522,3,3,2,2,7,9,3,1,4,9,8,8
"ESS4e04_6",4,"4.6","14.11.2023",12406,"BE",1.0074,0.9898543,0.50377333,0.49866217,5,3,3,1,4,7,4,2,3,7,7,10
"ESS4e04_6",4,"4.6","14.11.2023",12407,"BE",1.0074,0.7777354,0.50377333,0.39180237,4,4,4,4,5,8,4,1,6,8,7,8
"ESS4e04_6",4,"4.6","14.11.2023",12409,"BE",1.0074,1.1309165,0.50377333,0.5697256,3,6,3,6,5,8,7,5,5,8,9,8
"ESS4e04_6",4,"4.6","14.11.2023",12502,"BE",1.0074,1.1970611,0.50377333,0.60304743,2,8,3,6,6,10,3,0,3,9,9,9
"ESS4e04_6",4,"4.6","14.11.2023",12503,"BE",1.0074,1.1616943,0.50377333,0.5852306,7,8,7,3,8,9,6,6,6,8,8,9
"ESS4e04_6",4,"4.6","14.11.2023",12506,"BE",1.0074,0.9898543,0.50377333,0.49866217,5,5,3,4,4,8,2,0,4,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",12507,"BE",1.0074,1.1313298,0.50377333,0.5699338,4,5,4,6,6,8,5,3,5,7,8,7
"ESS4e04_6",4,"4.6","14.11.2023",12508,"BE",1.0074,1.1309165,0.50377333,0.5697256,4,3,3,5,3,5,3,2,4,7,8,5
"ESS4e04_6",4,"4.6","14.11.2023",12601,"BE",1.0074,0.8232233,0.50377333,0.41471794,3,3,1,5,8,8,3,2,6,7,7,8
"ESS4e04_6",4,"4.6","14.11.2023",12602,"BE",1.0074,0.93584275,0.50377333,0.47145262,2,2,2,5,7,7,5,5,5,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",12603,"BE",1.0074,0.7989014,0.50377333,0.40246522,5,7,6,6,6,8,3,3,5,6,8,9
"ESS4e04_6",4,"4.6","14.11.2023",12605,"BE",1.0074,0.8232233,0.50377333,0.41471794,4,0,4,4,5,6,4,4,2,8,9,6
"ESS4e04_6",4,"4.6","14.11.2023",12606,"BE",1.0074,0.7780196,0.50377333,0.39194554,7,8,7,7,10,8,5,5,4,7,8,8
"ESS4e04_6",4,"4.6","14.11.2023",12607,"BE",1.0074,0.7780196,0.50377333,0.39194554,6,6,6,6,7,8,5,6,7,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",12609,"BE",1.0074,1.1616943,0.50377333,0.5852306,6,8,6,6,7,9,7,6,7,8,8,9
"ESS4e04_6",4,"4.6","14.11.2023",12701,"BE",1.0074,0.9898543,0.50377333,0.49866217,5,7,5,5,8,8,1,3,4,7,8,8
"ESS4e04_6",4,"4.6","14.11.2023",12702,"BE",1.0074,0.7777354,0.50377333,0.39180237,0,2,0,6,5,9,5,2,4,8,9,9
"ESS4e04_6",4,"4.6","14.11.2023",12703,"BE",1.0074,0.9606094,0.50377333,0.4839294,4,6,5,5,5,8,4,3,4,7,7,8
"ESS4e04_6",4,"4.6","14.11.2023",12705,"BE",1.0074,0.8229225,0.50377333,0.41456643,3,4,3,4,0,7,0,4,6,2,3,8
"ESS4e04_6",4,"4.6","14.11.2023",12709,"BE",1.0074,1.1309165,0.50377333,0.5697256,3,2,3,2,5,7,4,5,5,6,8,8
"ESS4e04_6",4,"4.6","14.11.2023",12801,"BE",1.0074,0.8232233,0.50377333,0.41471794,6,5,7,5,7,8,4,4,2,6,8,7
"ESS4e04_6",4,"4.6","14.11.2023",12803,"BE",1.0074,1.1313298,0.50377333,0.5699338,2,5,2,3,0,5,2,2,5,8,7,8
"ESS4e04_6",4,"4.6","14.11.2023",12805,"BE",1.0074,0.8232233,0.50377333,0.41471794,5,3,5,3,7,9,3,1,1,8,8,9
"ESS4e04_6",4,"4.6","14.11.2023",12806,"BE",1.0074,1.1970611,0.50377333,0.60304743,7,7,6,7,5,10,5,5,7,8,10,9
"ESS4e04_6",4,"4.6","14.11.2023",12808,"BE",1.0074,0.93584275,0.50377333,0.47145262,3,2,4,5,8,7,5,3,3,7,8,5
"ESS4e04_6",4,"4.6","14.11.2023",12902,"BE",1.0074,0.8229225,0.50377333,0.41456643,5,8,3,8,2,9,4,5,8,8,9,9
"ESS4e04_6",4,"4.6","14.11.2023",12903,"BE",1.0074,1.1612698,0.50377333,0.5850167,4,6,5,5,6,8,2,5,6,7,5,8
"ESS4e04_6",4,"4.6","14.11.2023",12904,"BE",1.0074,0.7986095,0.50377333,0.40231818,5,5,4,4,6,8,6,5,7,7,7,9
"ESS4e04_6",4,"4.6","14.11.2023",12907,"BE",1.0074,0.7777354,0.50377333,0.39180237,5,5,5,6,5,7,5,2,2,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",12908,"BE",1.0074,1.1309165,0.50377333,0.5697256,4,7,4,6,5,8,5,5,8,9,9,8
"ESS4e04_6",4,"4.6","14.11.2023",13002,"BE",1.0074,0.8232233,0.50377333,0.41471794,4,7,3,4,7,8,2,3,4,6,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13003,"BE",1.0074,0.93584275,0.50377333,0.47145262,4,2,2,5,1,9,3,0,1,9,9,9
"ESS4e04_6",4,"4.6","14.11.2023",13004,"BE",1.0074,0.9606094,0.50377333,0.4839294,6,8,6,6,2,8,3,4,7,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13005,"BE",1.0074,0.9606094,0.50377333,0.4839294,2,5,0,2,9,10,5,0,10,8,10,10
"ESS4e04_6",4,"4.6","14.11.2023",13007,"BE",1.0074,0.9898543,0.50377333,0.49866217,6,7,6,8,5,8,6,6,6,7,7,8
"ESS4e04_6",4,"4.6","14.11.2023",13009,"BE",1.0074,1.1309165,0.50377333,0.5697256,3,3,4,5,4,10,4,3,3,4,3,8
"ESS4e04_6",4,"4.6","14.11.2023",13102,"BE",1.0074,0.9902161,0.50377333,0.49884444,4,5,4,5,7,9,4,4,6,7,8,9
"ESS4e04_6",4,"4.6","14.11.2023",13103,"BE",1.0074,0.7780196,0.50377333,0.39194554,6,7,5,8,5,8,2,6,7,8,9,10
"ESS4e04_6",4,"4.6","14.11.2023",13104,"BE",1.0074,1.1612698,0.50377333,0.5850167,5,6,5,5,5,9,5,5,7,7,6,9
"ESS4e04_6",4,"4.6","14.11.2023",13105,"BE",1.0074,0.7986095,0.50377333,0.40231818,3,6,3,6,3,5,2,2,5,7,7,6
"ESS4e04_6",4,"4.6","14.11.2023",13106,"BE",1.0074,0.8229225,0.50377333,0.41456643,5,6,5,5,6,7,6,6,6,8,7,8
"ESS4e04_6",4,"4.6","14.11.2023",13107,"BE",1.0074,0.9902161,0.50377333,0.49884444,3,3,3,5,6,8,5,4,4,7,8,9
"ESS4e04_6",4,"4.6","14.11.2023",13202,"BE",1.0074,0.9606094,0.50377333,0.4839294,1,1,1,1,1,2,2,2,2,3,6,3
"ESS4e04_6",4,"4.6","14.11.2023",13203,"BE",1.0074,0.8232233,0.50377333,0.41471794,3,5,1,2,7,8,4,1,2,6,8,9
"ESS4e04_6",4,"4.6","14.11.2023",13204,"BE",1.0074,0.7777354,0.50377333,0.39180237,5,7,6,7,3,8,4,3,2,6,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13205,"BE",1.0074,0.7780196,0.50377333,0.39194554,5,6,4,5,7,8,4,5,6,7,9,7
"ESS4e04_6",4,"4.6","14.11.2023",13207,"BE",1.0074,0.8229225,0.50377333,0.41456643,3,5,3,3,6,6,2,2,4,6,6,7
"ESS4e04_6",4,"4.6","14.11.2023",13208,"BE",1.0074,0.9902161,0.50377333,0.49884444,6,6,7,7,5,8,3,4,7,9,9,8
"ESS4e04_6",4,"4.6","14.11.2023",13209,"BE",1.0074,1.1966237,0.50377333,0.6028271,4,5,5,5,88,8,5,5,5,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13301,"BE",1.0074,0.7989014,0.50377333,0.40246522,7,6,5,6,6,7,4,4,8,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13302,"BE",1.0074,0.9902161,0.50377333,0.49884444,5,6,5,6,6,8,8,6,8,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13303,"BE",1.0074,1.1612698,0.50377333,0.5850167,6,7,6,6,5,9,4,5,6,7,7,9
"ESS4e04_6",4,"4.6","14.11.2023",13304,"BE",1.0074,0.7986095,0.50377333,0.40231818,5,5,5,5,5,9,4,5,5,7,8,9
"ESS4e04_6",4,"4.6","14.11.2023",13305,"BE",1.0074,0.9902161,0.50377333,0.49884444,2,2,0,3,10,8,3,7,5,8,6,8
"ESS4e04_6",4,"4.6","14.11.2023",13306,"BE",1.0074,0.9898543,0.50377333,0.49866217,6,6,6,4,3,8,6,6,5,7,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13307,"BE",1.0074,1.1309165,0.50377333,0.5697256,3,5,4,3,88,7,2,3,3,5,5,8
"ESS4e04_6",4,"4.6","14.11.2023",13308,"BE",1.0074,0.93584275,0.50377333,0.47145262,6,6,6,6,6,8,4,5,5,7,8,9
"ESS4e04_6",4,"4.6","14.11.2023",13404,"BE",1.0074,1.1970611,0.50377333,0.60304743,4,4,4,4,5,6,4,4,5,6,7,6
"ESS4e04_6",4,"4.6","14.11.2023",13406,"BE",1.0074,1.1966237,0.50377333,0.6028271,7,7,7,4,5,8,5,6,5,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13407,"BE",1.0074,1.1313298,0.50377333,0.5699338,5,5,5,8,7,10,6,6,6,8,9,10
"ESS4e04_6",4,"4.6","14.11.2023",13408,"BE",1.0074,1.1616943,0.50377333,0.5852306,2,2,2,0,5,5,1,1,5,5,5,5
"ESS4e04_6",4,"4.6","14.11.2023",13409,"BE",1.0074,0.9606094,0.50377333,0.4839294,5,7,5,5,5,5,5,6,5,9,9,7
"ESS4e04_6",4,"4.6","14.11.2023",13506,"BE",1.0074,1.1313298,0.50377333,0.5699338,2,5,2,5,5,5,8,7,7,8,9,10
"ESS4e04_6",4,"4.6","14.11.2023",13509,"BE",1.0074,0.8229225,0.50377333,0.41456643,1,5,4,4,7,8,5,1,5,7,9,8
"ESS4e04_6",4,"4.6","14.11.2023",13601,"BE",1.0074,0.9902161,0.50377333,0.49884444,4,3,3,5,3,8,5,1,6,7,9,8
"ESS4e04_6",4,"4.6","14.11.2023",13602,"BE",1.0074,1.1309165,0.50377333,0.5697256,5,6,6,5,4,7,5,5,4,7,7,7
"ESS4e04_6",4,"4.6","14.11.2023",13603,"BE",1.0074,0.9606094,0.50377333,0.4839294,2,0,1,3,7,6,3,5,2,6,6,7
"ESS4e04_6",4,"4.6","14.11.2023",13604,"BE",1.0074,0.7986095,0.50377333,0.40231818,4,5,4,3,5,8,3,4,6,5,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13606,"BE",1.0074,1.1966237,0.50377333,0.6028271,3,5,3,5,5,8,3,3,5,8,8,9
"ESS4e04_6",4,"4.6","14.11.2023",13607,"BE",1.0074,0.93550086,0.50377333,0.4712804,6,6,6,6,5,8,4,4,5,7,7,8
"ESS4e04_6",4,"4.6","14.11.2023",13608,"BE",1.0074,0.93550086,0.50377333,0.4712804,4,6,5,4,5,8,5,3,4,8,8,9
"ESS4e04_6",4,"4.6","14.11.2023",13609,"BE",1.0074,1.1309165,0.50377333,0.5697256,4,5,6,5,5,8,3,3,4,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13703,"BE",1.0074,0.96096045,0.50377333,0.48410624,6,6,6,6,4,8,0,4,7,7,7,8
"ESS4e04_6",4,"4.6","14.11.2023",13705,"BE",1.0074,0.7780196,0.50377333,0.39194554,4,6,4,7,6,8,3,6,7,4,8,8
"ESS4e04_6",4,"4.6","14.11.2023",13706,"BE",1.0074,1.1313298,0.50377333,0.5699338,0,7,0,1,8,2,2,3,3,5,6,3
"ESS4e04_6",4,"4.6","14.11.2023",13707,"BE",1.0074,0.7986095,0.50377333,0.40231818,5,5,4,4,0,8,8,5,6,9,10,8
"ESS4e04_6",4,"4.6","14.11.2023",13709,"BE",1.0074,0.9606094,0.50377333,0.4839294,6,6,4,5,3,9,6,5,5,7,8,7
"ESS4e04_6",4,"4.6","14.11.2023",13801,"BE",1.0074,0.7986095,0.50377333,0.40231818,5,6,5,6,3,10,7,5,6,8,5,10
"ESS4e04_6",4,"4.6","14.11.2023",13804,"BE",1.0074,1.1309165,0.50377333,0.5697256,2,3,4,3,2,9,5,3,5,8,8,9
