"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","trstplt","trstep","trstprt","trstprl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy"
"ESS5e03_5",5,"3.5","23.11.2023",100602,"BE",1,0.8534112,0.52861917,0.45112953,5,7,7,7,5,7,5,2,2,7,8,7
"ESS5e03_5",5,"3.5","23.11.2023",100603,"BE",1,0.871107,0.52861917,0.46048385,5,7,5,7,5,7,6,9,6,9,9,8
"ESS5e03_5",5,"3.5","23.11.2023",100605,"BE",1,1.1179434,0.52861917,0.59096634,7,6,8,6,7,10,6,4,6,8,8,9
"ESS5e03_5",5,"3.5","23.11.2023",100606,"BE",1,1.1179434,0.52861917,0.59096634,2,2,2,5,6,8,7,7,2,5,8,10
"ESS5e03_5",5,"3.5","23.11.2023",100607,"BE",1,0.79945266,0.52861917,0.422606,4,5,5,4,1,9,4,6,6,7,7,9
"ESS5e03_5",5,"3.5","23.11.2023",100701,"BE",1,0.80930495,0.52861917,0.42781413,5,7,5,7,5,6,7,4,6,8,8,6
"ESS5e03_5",5,"3.5","23.11.2023",100703,"BE",1,0.8534112,0.52861917,0.45112953,5,6,4,3,7,7,5,3,4,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",100704,"BE",1,1.2837458,0.52861917,0.67861265,2,5,2,2,88,7,5,5,5,7,7,7
"ESS5e03_5",5,"3.5","23.11.2023",100706,"BE",1,0.7585991,0.52861917,0.40101004,0,6,0,0,5,8,7,4,7,8,9,8
"ESS5e03_5",5,"3.5","23.11.2023",100707,"BE",1,0.74318886,0.52861917,0.39286387,5,3,1,2,8,8,5,1,5,9,7,8
"ESS5e03_5",5,"3.5","23.11.2023",100708,"BE",1,1.1179434,0.52861917,0.59096634,5,10,6,8,2,9,4,4,5,8,10,8
"ESS5e03_5",5,"3.5","23.11.2023",100709,"BE",1,0.79945266,0.52861917,0.422606,3,6,3,3,2,9,5,5,6,6,8,8
"ESS5e03_5",5,"3.5","23.11.2023",100801,"BE",1,1.2025784,0.52861917,0.635706,4,7,4,88,88,4,3,3,5,6,7,4
"ESS5e03_5",5,"3.5","23.11.2023",100802,"BE",1,0.79945266,0.52861917,0.422606,0,0,0,0,5,7,3,0,5,6,6,7
"ESS5e03_5",5,"3.5","23.11.2023",100803,"BE",1,0.8783451,0.52861917,0.46431005,3,5,2,2,5,8,5,1,2,8,8,9
"ESS5e03_5",5,"3.5","23.11.2023",100804,"BE",1,0.8783451,0.52861917,0.46431005,7,7,7,7,7,7,7,3,8,9,9,7
"ESS5e03_5",5,"3.5","23.11.2023",100807,"BE",1,0.7493641,0.52861917,0.3961282,2,5,2,2,5,7,5,0,5,8,8,7
"ESS5e03_5",5,"3.5","23.11.2023",100809,"BE",1,0.7493641,0.52861917,0.3961282,2,2,2,2,7,7,5,2,5,8,8,5
"ESS5e03_5",5,"3.5","23.11.2023",100901,"BE",1,1.1926684,0.52861917,0.6304674,5,8,8,4,3,9,7,7,9,9,10,9
"ESS5e03_5",5,"3.5","23.11.2023",100902,"BE",1,0.80930495,0.52861917,0.42781413,5,6,5,6,7,7,4,6,6,7,8,7
"ESS5e03_5",5,"3.5","23.11.2023",100903,"BE",1,0.80930495,0.52861917,0.42781413,6,7,6,7,4,9,7,7,9,7,9,9
"ESS5e03_5",5,"3.5","23.11.2023",100904,"BE",1,0.871107,0.52861917,0.46048385,7,7,5,6,4,8,7,5,7,9,8,9
"ESS5e03_5",5,"3.5","23.11.2023",100905,"BE",1,0.871107,0.52861917,0.46048385,7,9,7,9,7,9,8,5,8,4,7,9
"ESS5e03_5",5,"3.5","23.11.2023",100906,"BE",1,0.871107,0.52861917,0.46048385,4,5,5,8,8,9,6,4,3,9,8,9
"ESS5e03_5",5,"3.5","23.11.2023",100907,"BE",1,0.74318886,0.52861917,0.39286387,7,3,3,5,5,8,5,5,6,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",100908,"BE",1,0.7585991,0.52861917,0.40101004,2,5,5,2,8,6,3,1,5,9,9,7
"ESS5e03_5",5,"3.5","23.11.2023",100909,"BE",1,0.79945266,0.52861917,0.422606,0,5,5,6,5,8,5,6,5,6,6,8
"ESS5e03_5",5,"3.5","23.11.2023",101001,"BE",1,1.2025784,0.52861917,0.635706,3,2,2,2,1,9,5,4,4,7,7,8
"ESS5e03_5",5,"3.5","23.11.2023",101003,"BE",1,0.8783451,0.52861917,0.46431005,7,7,6,7,8,8,6,6,7,7,8,8
"ESS5e03_5",5,"3.5","23.11.2023",101005,"BE",1,0.7649024,0.52861917,0.4043421,5,6,5,6,5,8,6,6,6,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",101006,"BE",1,1.1272326,0.52861917,0.59587675,6,6,6,5,3,9,6,5,5,7,7,8
"ESS5e03_5",5,"3.5","23.11.2023",101008,"BE",1,1.1272326,0.52861917,0.59587675,4,2,1,3,5,3,6,4,4,8,8,4
"ESS5e03_5",5,"3.5","23.11.2023",101009,"BE",1,1.1272326,0.52861917,0.59587675,3,5,4,4,5,8,5,7,7,6,7,8
"ESS5e03_5",5,"3.5","23.11.2023",101102,"BE",1,1.4540429,0.52861917,0.768635,0,0,0,0,5,10,0,0,0,10,5,8
"ESS5e03_5",5,"3.5","23.11.2023",101105,"BE",1,1.0020146,0.52861917,0.5296841,0,0,0,0,0,5,1,0,6,3,7,10
"ESS5e03_5",5,"3.5","23.11.2023",101106,"BE",1,1.0020146,0.52861917,0.5296841,5,6,4,6,4,8,2,1,1,3,5,8
"ESS5e03_5",5,"3.5","23.11.2023",101107,"BE",1,0.8635653,0.52861917,0.4564972,0,0,0,0,3,9,5,3,7,4,7,10
"ESS5e03_5",5,"3.5","23.11.2023",101109,"BE",1,1.2950337,0.52861917,0.6845796,5,88,5,7,3,7,3,6,6,7,8,7
"ESS5e03_5",5,"3.5","23.11.2023",101202,"BE",1,0.7796386,0.52861917,0.4121319,5,7,5,6,7,8,6,3,8,6,6,8
"ESS5e03_5",5,"3.5","23.11.2023",101204,"BE",1,0.7796386,0.52861917,0.4121319,3,7,3,6,6,8,7,2,4,6,8,9
"ESS5e03_5",5,"3.5","23.11.2023",101207,"BE",1,0.7796386,0.52861917,0.4121319,5,9,3,7,7,8,8,9,8,4,8,9
"ESS5e03_5",5,"3.5","23.11.2023",101307,"BE",1,3.0036807,0.52861917,1.5878032,4,88,5,88,88,8,88,4,9,5,8,9
"ESS5e03_5",5,"3.5","23.11.2023",101309,"BE",1,0.8910441,0.52861917,0.471023,5,5,5,5,5,7,2,0,0,9,6,7
"ESS5e03_5",5,"3.5","23.11.2023",101503,"BE",1,0.9985538,0.52861917,0.5278547,8,8,8,9,1,8,6,6,6,7,10,8
"ESS5e03_5",5,"3.5","23.11.2023",101505,"BE",1,1.0020146,0.52861917,0.5296841,5,5,5,3,8,8,7,7,4,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",101506,"BE",1,1.2550964,0.52861917,0.66346806,7,8,6,5,4,7,1,5,4,10,10,10
"ESS5e03_5",5,"3.5","23.11.2023",101601,"BE",1,1.5003107,0.52861917,0.79309297,3,3,3,0,10,7,0,0,4,6,8,9
"ESS5e03_5",5,"3.5","23.11.2023",101602,"BE",1,0.9692732,0.52861917,0.5123764,3,8,3,7,6,7,2,88,9,2,9,8
"ESS5e03_5",5,"3.5","23.11.2023",101603,"BE",1,0.9692732,0.52861917,0.5123764,1,2,1,2,5,7,0,0,0,7,4,6
"ESS5e03_5",5,"3.5","23.11.2023",101604,"BE",1,1.2550964,0.52861917,0.66346806,3,5,0,88,3,2,2,0,0,7,7,8
"ESS5e03_5",5,"3.5","23.11.2023",101606,"BE",1,0.8910441,0.52861917,0.471023,0,0,5,1,5,9,6,0,5,7,7,9
"ESS5e03_5",5,"3.5","23.11.2023",101607,"BE",1,0.8910441,0.52861917,0.471023,5,5,2,7,7,3,0,10,5,0,9,8
"ESS5e03_5",5,"3.5","23.11.2023",101608,"BE",1,0.83665437,0.52861917,0.44227153,5,7,1,8,5,8,7,8,7,1,9,8
"ESS5e03_5",5,"3.5","23.11.2023",101703,"BE",1,0.871107,0.52861917,0.46048385,2,3,2,3,3,9,6,2,4,7,7,8
"ESS5e03_5",5,"3.5","23.11.2023",101708,"BE",1,0.79945266,0.52861917,0.422606,2,3,1,2,8,7,3,0,2,7,7,6
"ESS5e03_5",5,"3.5","23.11.2023",101802,"BE",1,0.8605023,0.52861917,0.454878,3,5,3,5,4,5,3,2,6,5,7,5
"ESS5e03_5",5,"3.5","23.11.2023",101804,"BE",1,0.7493641,0.52861917,0.3961282,6,7,6,4,7,8,5,5,6,4,8,9
"ESS5e03_5",5,"3.5","23.11.2023",101805,"BE",1,0.7493641,0.52861917,0.3961282,5,8,8,5,5,8,5,5,5,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",101808,"BE",1,0.80930495,0.52861917,0.42781413,8,7,8,8,0,5,8,5,7,7,8,5
"ESS5e03_5",5,"3.5","23.11.2023",101901,"BE",1,0.871107,0.52861917,0.46048385,7,7,7,7,3,8,5,3,6,7,7,8
"ESS5e03_5",5,"3.5","23.11.2023",101902,"BE",1,0.8534112,0.52861917,0.45112953,8,7,6,6,4,8,7,8,8,9,8,8
"ESS5e03_5",5,"3.5","23.11.2023",101904,"BE",1,0.74318886,0.52861917,0.39286387,1,1,1,1,2,7,4,4,5,7,7,8
"ESS5e03_5",5,"3.5","23.11.2023",101907,"BE",1,1.2025784,0.52861917,0.635706,5,5,5,5,88,7,5,8,5,6,10,10
"ESS5e03_5",5,"3.5","23.11.2023",102002,"BE",1,0.81602955,0.52861917,0.43136886,5,5,3,3,7,9,5,3,5,9,9,9
"ESS5e03_5",5,"3.5","23.11.2023",102004,"BE",1,0.8783451,0.52861917,0.46431005,5,7,6,5,5,7,6,3,5,7,6,7
"ESS5e03_5",5,"3.5","23.11.2023",102005,"BE",1,0.8783451,0.52861917,0.46431005,3,5,0,3,5,5,3,0,4,5,7,5
"ESS5e03_5",5,"3.5","23.11.2023",102008,"BE",1,1.1926684,0.52861917,0.6304674,6,6,5,4,10,8,5,2,9,10,8,9
"ESS5e03_5",5,"3.5","23.11.2023",102101,"BE",1,0.871107,0.52861917,0.46048385,5,7,6,6,3,5,6,7,6,5,7,6
"ESS5e03_5",5,"3.5","23.11.2023",102105,"BE",1,1.1272326,0.52861917,0.59587675,2,2,3,3,5,7,3,3,6,7,7,7
"ESS5e03_5",5,"3.5","23.11.2023",102106,"BE",1,0.7928646,0.52861917,0.41912344,5,8,0,9,5,8,9,7,9,9,8,8
"ESS5e03_5",5,"3.5","23.11.2023",102107,"BE",1,0.8534112,0.52861917,0.45112953,3,7,7,6,5,8,10,5,9,10,9,7
"ESS5e03_5",5,"3.5","23.11.2023",102109,"BE",1,1.1179434,0.52861917,0.59096634,4,8,4,2,5,4,4,2,6,9,7,10
"ESS5e03_5",5,"3.5","23.11.2023",102201,"BE",1,0.8783451,0.52861917,0.46431005,5,5,4,5,5,5,4,0,4,7,8,5
"ESS5e03_5",5,"3.5","23.11.2023",102202,"BE",1,1.1926684,0.52861917,0.6304674,4,6,5,4,6,5,1,2,4,7,7,7
"ESS5e03_5",5,"3.5","23.11.2023",102203,"BE",1,0.7928646,0.52861917,0.41912344,1,5,1,0,7,5,3,3,3,9,10,8
"ESS5e03_5",5,"3.5","23.11.2023",102204,"BE",1,0.8605023,0.52861917,0.454878,2,5,2,2,5,10,5,0,5,8,10,10
"ESS5e03_5",5,"3.5","23.11.2023",102205,"BE",1,1.2944125,0.52861917,0.68425125,2,3,2,2,8,7,5,3,8,7,7,7
"ESS5e03_5",5,"3.5","23.11.2023",102206,"BE",1,0.7649024,0.52861917,0.4043421,8,8,7,8,1,9,4,7,7,8,7,9
"ESS5e03_5",5,"3.5","23.11.2023",102208,"BE",1,0.8534112,0.52861917,0.45112953,5,7,5,4,7,4,7,5,6,8,8,4
"ESS5e03_5",5,"3.5","23.11.2023",102301,"BE",1,1.2025784,0.52861917,0.635706,1,2,1,1,1,8,5,1,5,5,7,8
"ESS5e03_5",5,"3.5","23.11.2023",102302,"BE",1,0.7493641,0.52861917,0.3961282,2,3,2,2,8,7,5,1,5,8,8,7
"ESS5e03_5",5,"3.5","23.11.2023",102304,"BE",1,1.1926684,0.52861917,0.6304674,1,2,1,2,88,9,5,88,88,8,88,9
"ESS5e03_5",5,"3.5","23.11.2023",102305,"BE",1,1.1926684,0.52861917,0.6304674,1,1,1,0,2,8,5,0,1,6,7,8
"ESS5e03_5",5,"3.5","23.11.2023",102307,"BE",1,0.871107,0.52861917,0.46048385,4,3,3,2,8,8,7,4,5,7,8,9
"ESS5e03_5",5,"3.5","23.11.2023",102308,"BE",1,1.2837458,0.52861917,0.67861265,3,2,2,1,2,9,5,1,5,7,7,8
"ESS5e03_5",5,"3.5","23.11.2023",102309,"BE",1,1.2837458,0.52861917,0.67861265,1,1,2,0,5,8,5,1,4,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",102404,"BE",1,0.81602955,0.52861917,0.43136886,4,4,4,5,2,7,5,1,5,6,7,7
"ESS5e03_5",5,"3.5","23.11.2023",102408,"BE",1,0.7649024,0.52861917,0.4043421,4,2,4,5,3,7,6,6,5,9,8,8
"ESS5e03_5",5,"3.5","23.11.2023",102409,"BE",1,1.1272326,0.52861917,0.59587675,7,6,7,5,6,8,7,7,6,8,8,7
"ESS5e03_5",5,"3.5","23.11.2023",102505,"BE",1,0.8534112,0.52861917,0.45112953,3,5,3,3,5,5,2,2,3,5,7,2
"ESS5e03_5",5,"3.5","23.11.2023",102506,"BE",1,0.871107,0.52861917,0.46048385,5,5,5,5,5,8,7,6,6,8,8,7
"ESS5e03_5",5,"3.5","23.11.2023",102507,"BE",1,0.7585991,0.52861917,0.40101004,3,4,3,3,7,9,4,3,2,9,8,9
"ESS5e03_5",5,"3.5","23.11.2023",102508,"BE",1,1.1179434,0.52861917,0.59096634,4,6,4,3,6,6,4,2,3,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",102602,"BE",1,0.79945266,0.52861917,0.422606,6,6,6,6,5,7,6,6,6,5,7,7
"ESS5e03_5",5,"3.5","23.11.2023",102603,"BE",1,0.81602955,0.52861917,0.43136886,5,5,5,5,3,8,5,4,5,7,8,8
"ESS5e03_5",5,"3.5","23.11.2023",102604,"BE",1,0.8605023,0.52861917,0.454878,7,7,7,8,6,6,0,8,7,7,8,8
"ESS5e03_5",5,"3.5","23.11.2023",102607,"BE",1,0.7493641,0.52861917,0.3961282,3,3,3,3,5,7,5,4,4,1,4,7
"ESS5e03_5",5,"3.5","23.11.2023",102609,"BE",1,1.1272326,0.52861917,0.59587675,4,4,4,4,5,5,88,5,5,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",102703,"BE",1,1.1272326,0.52861917,0.59587675,2,7,2,5,4,8,4,4,4,5,8,8
"ESS5e03_5",5,"3.5","23.11.2023",102707,"BE",1,1.1926684,0.52861917,0.6304674,5,5,5,5,5,8,5,5,5,5,5,5
"ESS5e03_5",5,"3.5","23.11.2023",102801,"BE",1,1.2837458,0.52861917,0.67861265,6,7,6,3,5,5,6,6,6,7,8,5
"ESS5e03_5",5,"3.5","23.11.2023",102806,"BE",1,1.2025784,0.52861917,0.635706,5,5,5,6,5,9,5,5,5,9,7,8
"ESS5e03_5",5,"3.5","23.11.2023",102902,"BE",1,0.7649024,0.52861917,0.4043421,5,7,6,6,3,9,7,6,8,8,9,9
"ESS5e03_5",5,"3.5","23.11.2023",102905,"BE",1,0.7928646,0.52861917,0.41912344,5,6,4,6,8,9,6,5,8,6,8,9
"ESS5e03_5",5,"3.5","23.11.2023",102907,"BE",1,1.1926684,0.52861917,0.6304674,3,5,3,1,5,8,3,0,5,7,7,8
"ESS5e03_5",5,"3.5","23.11.2023",102908,"BE",1,1.2837458,0.52861917,0.67861265,10,10,9,8,7,8,10,7,10,10,10,8
"ESS5e03_5",5,"3.5","23.11.2023",102909,"BE",1,0.871107,0.52861917,0.46048385,8,8,5,8,4,7,6,8,6,9,9,6
"ESS5e03_5",5,"3.5","23.11.2023",103001,"BE",1,0.74318886,0.52861917,0.39286387,8,7,7,7,1,7,5,3,8,6,10,7
"ESS5e03_5",5,"3.5","23.11.2023",103002,"BE",1,1.1179434,0.52861917,0.59096634,3,4,4,3,4,7,5,4,4,5,5,6
"ESS5e03_5",5,"3.5","23.11.2023",103004,"BE",1,0.7493641,0.52861917,0.3961282,2,5,2,3,10,8,5,2,7,8,8,7
"ESS5e03_5",5,"3.5","23.11.2023",103006,"BE",1,1.1272326,0.52861917,0.59587675,6,5,4,5,5,9,3,3,3,7,7,9
"ESS5e03_5",5,"3.5","23.11.2023",103007,"BE",1,0.7493641,0.52861917,0.3961282,6,7,6,4,6,9,3,3,3,7,7,9
"ESS5e03_5",5,"3.5","23.11.2023",103009,"BE",1,0.7928646,0.52861917,0.41912344,6,7,5,5,6,9,7,5,7,8,8,9
"ESS5e03_5",5,"3.5","23.11.2023",103101,"BE",1,1.1179434,0.52861917,0.59096634,6,8,6,7,7,9,6,7,9,10,10,8
"ESS5e03_5",5,"3.5","23.11.2023",103102,"BE",1,0.74318886,0.52861917,0.39286387,3,4,3,0,5,6,5,2,2,6,6,6
"ESS5e03_5",5,"3.5","23.11.2023",103103,"BE",1,0.79945266,0.52861917,0.422606,7,7,7,7,6,9,7,6,7,8,8,9
"ESS5e03_5",5,"3.5","23.11.2023",103105,"BE",1,0.8783451,0.52861917,0.46431005,7,7,7,7,5,8,5,5,7,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",103108,"BE",1,1.1272326,0.52861917,0.59587675,5,3,5,6,5,8,4,5,5,7,7,9
"ESS5e03_5",5,"3.5","23.11.2023",103109,"BE",1,1.1272326,0.52861917,0.59587675,88,88,88,88,88,3,88,88,88,88,7,4
"ESS5e03_5",5,"3.5","23.11.2023",103207,"BE",1,0.74318886,0.52861917,0.39286387,2,1,1,2,5,8,5,0,5,3,4,7
"ESS5e03_5",5,"3.5","23.11.2023",103208,"BE",1,0.74318886,0.52861917,0.39286387,7,7,6,8,4,9,8,6,7,8,9,8
"ESS5e03_5",5,"3.5","23.11.2023",103301,"BE",1,0.8783451,0.52861917,0.46431005,5,5,5,5,8,8,5,2,5,7,7,8
"ESS5e03_5",5,"3.5","23.11.2023",103304,"BE",1,0.7928646,0.52861917,0.41912344,4,6,3,4,5,8,3,3,6,7,8,8
"ESS5e03_5",5,"3.5","23.11.2023",103305,"BE",1,1.1926684,0.52861917,0.6304674,0,0,3,3,6,10,2,8,5,5,9,10
"ESS5e03_5",5,"3.5","23.11.2023",103306,"BE",1,0.7928646,0.52861917,0.41912344,5,6,5,5,7,9,5,2,3,8,7,8
"ESS5e03_5",5,"3.5","23.11.2023",103307,"BE",1,0.80930495,0.52861917,0.42781413,0,7,5,0,3,5,3,0,10,5,8,6
"ESS5e03_5",5,"3.5","23.11.2023",103401,"BE",1,0.8534112,0.52861917,0.45112953,3,3,4,3,5,7,5,3,5,7,7,7
"ESS5e03_5",5,"3.5","23.11.2023",103402,"BE",1,1.1179434,0.52861917,0.59096634,0,0,0,0,5,8,4,2,3,5,8,10
"ESS5e03_5",5,"3.5","23.11.2023",103403,"BE",1,1.1179434,0.52861917,0.59096634,3,3,2,2,2,5,5,2,3,8,9,5
"ESS5e03_5",5,"3.5","23.11.2023",103404,"BE",1,0.79945266,0.52861917,0.422606,3,3,2,2,2,7,5,1,2,6,6,7
"ESS5e03_5",5,"3.5","23.11.2023",103407,"BE",1,1.2944125,0.52861917,0.68425125,1,1,1,1,6,6,6,1,1,7,4,8
"ESS5e03_5",5,"3.5","23.11.2023",103408,"BE",1,0.8783451,0.52861917,0.46431005,1,0,1,3,5,7,1,0,3,3,4,8
"ESS5e03_5",5,"3.5","23.11.2023",103409,"BE",1,1.2944125,0.52861917,0.68425125,0,3,0,0,5,10,2,0,0,7,7,10
"ESS5e03_5",5,"3.5","23.11.2023",103503,"BE",1,0.7493641,0.52861917,0.3961282,3,5,3,4,3,8,7,1,4,9,10,7
"ESS5e03_5",5,"3.5","23.11.2023",103504,"BE",1,1.1272326,0.52861917,0.59587675,4,5,3,2,8,8,5,2,2,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",103505,"BE",1,0.7649024,0.52861917,0.4043421,6,6,6,7,5,9,7,3,7,7,7,9
"ESS5e03_5",5,"3.5","23.11.2023",103507,"BE",1,0.7928646,0.52861917,0.41912344,6,8,6,7,3,7,8,6,5,9,8,7
"ESS5e03_5",5,"3.5","23.11.2023",103601,"BE",1,0.8534112,0.52861917,0.45112953,7,8,7,8,5,8,5,3,9,8,9,8
"ESS5e03_5",5,"3.5","23.11.2023",103602,"BE",1,0.8534112,0.52861917,0.45112953,7,7,7,7,8,9,5,5,7,9,8,9
"ESS5e03_5",5,"3.5","23.11.2023",103603,"BE",1,0.8534112,0.52861917,0.45112953,4,8,6,4,5,8,6,4,6,7,8,9
"ESS5e03_5",5,"3.5","23.11.2023",103605,"BE",1,1.2025784,0.52861917,0.635706,5,8,8,7,5,9,7,5,5,9,9,9
"ESS5e03_5",5,"3.5","23.11.2023",103606,"BE",1,0.8605023,0.52861917,0.454878,5,5,5,4,7,8,5,5,5,9,8,8
"ESS5e03_5",5,"3.5","23.11.2023",103607,"BE",1,0.8783451,0.52861917,0.46431005,0,5,0,0,5,6,6,2,0,7,7,5
"ESS5e03_5",5,"3.5","23.11.2023",103608,"BE",1,1.1272326,0.52861917,0.59587675,2,6,4,6,4,7,5,2,5,7,7,7
"ESS5e03_5",5,"3.5","23.11.2023",103609,"BE",1,1.1272326,0.52861917,0.59587675,7,7,7,5,6,5,5,5,7,5,9,7
"ESS5e03_5",5,"3.5","23.11.2023",103703,"BE",1,0.8605023,0.52861917,0.454878,2,2,2,2,5,9,4,0,5,8,8,9
"ESS5e03_5",5,"3.5","23.11.2023",103704,"BE",1,1.1272326,0.52861917,0.59587675,5,6,5,6,5,8,4,4,5,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",103705,"BE",1,1.1272326,0.52861917,0.59587675,5,5,5,2,3,7,7,5,5,8,8,8
"ESS5e03_5",5,"3.5","23.11.2023",103708,"BE",1,0.79945266,0.52861917,0.422606,0,2,0,2,1,10,6,2,2,7,7,10
"ESS5e03_5",5,"3.5","23.11.2023",103709,"BE",1,0.8605023,0.52861917,0.454878,5,7,5,4,5,7,6,4,7,8,8,7
"ESS5e03_5",5,"3.5","23.11.2023",103803,"BE",1,0.9692732,0.52861917,0.5123764,5,5,5,6,8,8,5,5,7,6,9,7
"ESS5e03_5",5,"3.5","23.11.2023",103804,"BE",1,0.83534783,0.52861917,0.4415809,6,8,6,7,6,8,6,6,8,7,8,8
"ESS5e03_5",5,"3.5","23.11.2023",103805,"BE",1,0.83534783,0.52861917,0.4415809,4,7,4,7,4,8,3,2,4,6,8,8
"ESS5e03_5",5,"3.5","23.11.2023",103808,"BE",1,0.864916,0.52861917,0.4572112,3,5,3,3,0,7,0,0,5,6,4,7
"ESS5e03_5",5,"3.5","23.11.2023",103809,"BE",1,0.83665437,0.52861917,0.44227153,3,3,3,5,5,4,3,3,4,4,7,6
"ESS5e03_5",5,"3.5","23.11.2023",103901,"BE",1,1.4540429,0.52861917,0.768635,7,8,6,6,5,8,7,6,6,8,8,9
"ESS5e03_5",5,"3.5","23.11.2023",103902,"BE",1,0.9677596,0.52861917,0.5115763,2,5,2,7,7,9,5,0,7,6,7,9
"ESS5e03_5",5,"3.5","23.11.2023",103908,"BE",1,0.83534783,0.52861917,0.4415809,6,8,6,6,6,8,4,4,6,8,7,8
"ESS5e03_5",5,"3.5","23.11.2023",103909,"BE",1,0.8910441,0.52861917,0.471023,4,6,5,5,4,7,2,3,5,3,5,8
"ESS5e03_5",5,"3.5","23.11.2023",104001,"BE",1,0.864916,0.52861917,0.4572112,6,5,6,5,5,7,6,6,6,4,5,7
"ESS5e03_5",5,"3.5","23.11.2023",104002,"BE",1,0.83665437,0.52861917,0.44227153,6,8,6,8,4,7,7,6,8,7,8,9
"ESS5e03_5",5,"3.5","23.11.2023",104003,"BE",1,0.864916,0.52861917,0.4572112,2,2,2,1,3,8,2,1,1,2,8,8
"ESS5e03_5",5,"3.5","23.11.2023",104004,"BE",1,1.2570595,0.52861917,0.6645057,4,7,4,7,4,8,6,6,8,7,6,7
