"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","trstprl","trstplt","trstprt","trstep","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","atchctr","atcherp","prob","stratum","psu"
"ESS10SCe03_1",10,"3.1","02.11.2023",10200,"AT",0.7601139,0.2920217,0.3817861,0.11148983,5,5,5,5,5,5,5,5,5,5,5,6,6,6,0.0008998875,83,983
"ESS10SCe03_1",10,"3.1","02.11.2023",10202,"AT",0.47667435,0.191559,0.3817861,0.07313457,7,2,4,0,10,9,9,8,9,9,9,8,10,1,0.0014349776,84,322
"ESS10SCe03_1",10,"3.1","02.11.2023",10215,"AT",2.6746774,4,0.3817861,1.5271444,0,0,0,0,5,4,4,0,2,4,4,5,9,2,0.00025573812,116,1536
"ESS10SCe03_1",10,"3.1","02.11.2023",10237,"AT",1.2635202,2.8114076,0.3817861,1.0733564,3,1,0,1,5,7,8,1,3,4,7,8,5,5,0.00054135814,26,1531
"ESS10SCe03_1",10,"3.1","02.11.2023",10238,"AT",0.9618752,3.0163345,0.3817861,1.1515946,0,0,0,0,5,8,7,3,8,5,6,8,10,5,0.00071112864,55,753
"ESS10SCe03_1",10,"3.1","02.11.2023",10241,"AT",1.1041481,1.9191666,0.3817861,0.73271114,4,2,5,3,5,4,3,3,4,8,9,5,9,7,0.0006194975,5,1607
"ESS10SCe03_1",10,"3.1","02.11.2023",10289,"AT",0.5113075,0.5012027,0.3817861,0.19135223,2,1,0,1,0,3,3,0,0,0,0,3,5,5,0.00133778,12,20
"ESS10SCe03_1",10,"3.1","02.11.2023",10296,"AT",0.8349567,0.40005445,0.3817861,0.15273523,5,2,2,5,3,4,6,2,3,2,7,1,10,6,0.0008192245,99,612
"ESS10SCe03_1",10,"3.1","02.11.2023",10306,"AT",1.0126709,0.84225994,0.3817861,0.32156315,5,1,1,2,5,9,3,2,3,7,4,8,10,6,0.00067545834,53,1107
"ESS10SCe03_1",10,"3.1","02.11.2023",10314,"AT",1.0240833,0.8517518,0.3817861,0.32518703,2,2,2,2,5,5,3,0,4,4,4,5,5,5,0.00066793105,58,505
"ESS10SCe03_1",10,"3.1","02.11.2023",10358,"AT",0.79382676,0.41219354,0.3817861,0.15736978,5,1,2,2,7,8,5,5,5,3,9,8,8,5,0.00086167036,80,100
"ESS10SCe03_1",10,"3.1","02.11.2023",10368,"AT",0.44766283,0.18320869,0.3817861,0.069946535,8,6,6,7,3,7,8,6,9,7,7,7,8,10,0.0015279737,103,702
"ESS10SCe03_1",10,"3.1","02.11.2023",10370,"AT",1.8744552,1.2142942,0.3817861,0.46360067,5,1,1,6,2,0,6,0,9,0,7,1,8,10,0.0003649151,42,596
"ESS10SCe03_1",10,"3.1","02.11.2023",10386,"AT",0.84995234,1.8967448,0.3817861,0.72415084,9,8,9,9,5,8,6,8,9,6,9,9,8,8,0.000804771,3,1047
"ESS10SCe03_1",10,"3.1","02.11.2023",10387,"AT",2.0896719,2.048376,0.3817861,0.78204155,2,0,1,0,6,8,2,1,3,2,8,9,10,4,0.00032733224,54,1839
"ESS10SCe03_1",10,"3.1","02.11.2023",10430,"AT",0.8349567,0.36678666,0.3817861,0.14003405,3,3,4,2,2,3,3,4,3,2,3,3,8,3,0.0008192245,99,1516
"ESS10SCe03_1",10,"3.1","02.11.2023",10432,"AT",0.84995234,1.6539526,0.3817861,0.63145614,0,0,0,0,5,8,2,0,1,0,0,8,1,3,0.000804771,3,210
"ESS10SCe03_1",10,"3.1","02.11.2023",10443,"AT",0.52963287,0.41124657,0.3817861,0.15700823,5,3,1,5,5,6,7,8,5,6,8,7,9,9,0.0012914927,52,620
"ESS10SCe03_1",10,"3.1","02.11.2023",10455,"AT",0.7455467,0.32847098,0.3817861,0.12540565,3,3,3,2,7,8,7,5,8,5,7,8,3,2,0.0009174703,91,573
"ESS10SCe03_1",10,"3.1","02.11.2023",10461,"AT",1.5205424,4,0.3817861,1.5271444,8,3,2,8,6,9,4,1,8,2,9,9,7,6,0.00044985066,38,356
"ESS10SCe03_1",10,"3.1","02.11.2023",10555,"AT",0.9755621,0.8090221,0.3817861,0.30887341,5,0,0,0,6,10,10,6,10,10,8,10,10,3,0.0007011517,57,1140
"ESS10SCe03_1",10,"3.1","02.11.2023",10560,"AT",1.1742966,0.40296814,0.3817861,0.15384765,4,2,2,5,5,8,7,6,7,6,7,7,8,7,0.0005824908,72,1736
"ESS10SCe03_1",10,"3.1","02.11.2023",10576,"AT",1.0254709,0.852906,0.3817861,0.32562765,1,1,1,7,6,8,8,1,6,8,9,8,9,8,0.0006670272,50,1508
"ESS10SCe03_1",10,"3.1","02.11.2023",10581,"AT",1.022615,0.8480423,0.3817861,0.3237708,3,1,0,0,3,2,5,2,1,5,7,3,4,1,0.00066889,12,1770
"ESS10SCe03_1",10,"3.1","02.11.2023",10584,"AT",1.1883165,1.1851509,0.3817861,0.45247415,3,3,4,4,2,9,8,2,3,5,3,8,8,8,0.0005756185,23,1715
"ESS10SCe03_1",10,"3.1","02.11.2023",10654,"AT",0.9193351,0.6106682,0.3817861,0.23314464,4,6,3,3,5,7,6,3,6,3,4,6,6,3,0.0007440344,49,869
"ESS10SCe03_1",10,"3.1","02.11.2023",10659,"AT",0.40422294,0.6714689,0.3817861,0.25635752,6,2,1,1,1,9,8,2,2,1,8,8,4,2,0.0016921776,69,1530
"ESS10SCe03_1",10,"3.1","02.11.2023",10714,"AT",0.528447,2.1225262,0.3817861,0.810351,9,3,4,6,0,8,5,1,6,2,7,7,4,3,0.001294391,36,484
"ESS10SCe03_1",10,"3.1","02.11.2023",10736,"AT",1.0218302,0.44887784,0.3817861,0.17137533,3,3,3,5,5,10,7,4,3,8,9,9,10,9,0.00066940376,74,1200
"ESS10SCe03_1",10,"3.1","02.11.2023",10754,"AT",1.055126,0.87757105,0.3817861,0.33504444,7,5,5,6,3,5,6,6,6,5,6,5,8,9,0.00064827997,61,1003
"ESS10SCe03_1",10,"3.1","02.11.2023",10771,"AT",0.8915591,2.3857667,0.3817861,0.9108526,3,99,99,99,4,6,6,5,5,5,4,7,5,5,0.0007672144,116,1209
"ESS10SCe03_1",10,"3.1","02.11.2023",10833,"AT",0.72670966,0.48271698,0.3817861,0.18429464,0,0,0,0,10,10,3,7,5,7,7,10,5,5,0.00094125204,39,144
"ESS10SCe03_1",10,"3.1","02.11.2023",10839,"AT",0.90981275,2.0303278,0.3817861,0.77515095,3,1,1,1,5,7,2,0,8,1,6,6,7,2,0.00075182173,17,1539
"ESS10SCe03_1",10,"3.1","02.11.2023",10865,"AT",0.74853796,1.5236558,0.3817861,0.58171064,8,5,5,3,6,7,7,9,8,7,8,8,9,2,0.00091380405,24,137
"ESS10SCe03_1",10,"3.1","02.11.2023",10880,"AT",1.5662137,0.5374572,0.3817861,0.20519371,6,6,6,7,8,8,7,6,7,7,7,8,7,8,0.00043673287,104,1934
"ESS10SCe03_1",10,"3.1","02.11.2023",10969,"AT",0.5113075,0.33963573,0.3817861,0.1296682,1,1,1,1,10,9,7,5,10,10,5,9,9,8,0.00133778,12,632
"ESS10SCe03_1",10,"3.1","02.11.2023",10989,"AT",1.2295516,3.290216,0.3817861,1.2561588,2,0,0,1,5,5,5,0,3,4,5,5,5,0,0.0005563142,115,1307
"ESS10SCe03_1",10,"3.1","02.11.2023",11020,"AT",0.72670966,0.5513124,0.3817861,0.21048342,7,2,4,7,2,8,8,6,7,2,6,8,7,7,0.00094125204,39,711
"ESS10SCe03_1",10,"3.1","02.11.2023",11057,"AT",1.0883634,0.4476572,0.3817861,0.1709093,1,1,1,0,5,3,1,0,2,1,2,7,3,0,0.00062848214,90,1417
"ESS10SCe03_1",10,"3.1","02.11.2023",11078,"AT",0.84045357,0.36920127,0.3817861,0.14095592,3,2,0,0,2,9,8,3,7,3,8,8,8,8,0.0008138665,95,1269
"ESS10SCe03_1",10,"3.1","02.11.2023",11083,"AT",0.527563,0.47718337,0.3817861,0.18218198,5,2,2,5,5,7,5,4,5,3,7,7,7,6,0.0012965599,61,1693
"ESS10SCe03_1",10,"3.1","02.11.2023",11154,"AT",0.66631395,0.29356277,0.3817861,0.11207819,8,9,10,8,9,10,9,9,9,6,9,9,10,7,0.0010265686,105,1189
"ESS10SCe03_1",10,"3.1","02.11.2023",11162,"AT",1.4823618,1.151017,0.3817861,0.4394423,7,7,7,6,3,7,8,5,7,6,9,7,8,6,0.00046143727,37,1636
"ESS10SCe03_1",10,"3.1","02.11.2023",11244,"AT",0.60090894,0.3991535,0.3817861,0.15239127,2,0,0,3,1,8,5,0,0,0,3,7,9,8,0.0011383039,27,477
"ESS10SCe03_1",10,"3.1","02.11.2023",11260,"AT",0.5442396,1.4563571,0.3817861,0.5560169,5,4,4,4,6,8,6,5,6,5,9,8,7,5,0.0012568306,15,679
"ESS10SCe03_1",10,"3.1","02.11.2023",11313,"AT",0.78368235,1.6245283,0.3817861,0.62022233,7,5,3,0,1,7,8,8,5,6,4,7,9,8,0.00087282434,25,1341
"ESS10SCe03_1",10,"3.1","02.11.2023",11317,"AT",1.6325451,0.5744345,0.3817861,0.21931113,4,2,0,1,5,8,6,5,6,4,2,9,7,5,0.0004189881,90,677
"ESS10SCe03_1",10,"3.1","02.11.2023",11319,"AT",1.089091,0.90317065,0.3817861,0.34481803,7,5,5,2,5,2,4,2,5,4,5,3,7,3,0.00062806235,2,972
"ESS10SCe03_1",10,"3.1","02.11.2023",11328,"AT",0.9348352,0.6209641,0.3817861,0.23707548,2,4,1,5,3,10,7,2,5,7,6,9,8,5,0.00073169795,47,602
"ESS10SCe03_1",10,"3.1","02.11.2023",11356,"AT",1.6394022,4,0.3817861,1.5271444,8,7,5,6,3,10,7,8,8,3,9,10,7,7,0.00041723563,115,1058
"ESS10SCe03_1",10,"3.1","02.11.2023",11362,"AT",1.089411,0.56567574,0.3817861,0.21596715,4,0,0,1,5,9,9,3,4,3,8,8,8,7,0.0006278778,79,1148
"ESS10SCe03_1",10,"3.1","02.11.2023",11433,"AT",0.5348329,0.41320795,0.3817861,0.15775706,8,4,4,4,6,10,10,7,7,4,7,10,10,9,0.0012789359,65,1633
"ESS10SCe03_1",10,"3.1","02.11.2023",11437,"AT",0.44928023,0.29843432,0.3817861,0.11393808,7,7,4,7,5,5,7,6,8,5,8,5,7,6,0.001522473,41,1960
"ESS10SCe03_1",10,"3.1","02.11.2023",11484,"AT",0.84045357,0.36920127,0.3817861,0.14095592,4,1,2,2,5,8,8,2,5,5,6,7,10,4,0.0008138665,95,1592
"ESS10SCe03_1",10,"3.1","02.11.2023",11516,"AT",1.1992664,1.0847424,0.3817861,0.4141396,8,5,5,9,1,8,6,6,10,4,7,9,10,8,0.00057036284,28,1509
"ESS10SCe03_1",10,"3.1","02.11.2023",11538,"AT",1.0393327,2.1653032,0.3817861,0.82668275,3,2,2,2,6,7,7,7,6,8,8,7,5,5,0.0006581309,10,1987
"ESS10SCe03_1",10,"3.1","02.11.2023",11549,"AT",0.89856046,0.8808033,0.3817861,0.33627847,3,3,3,3,5,4,3,3,3,5,7,6,7,4,0.0007612365,41,1674
"ESS10SCe03_1",10,"3.1","02.11.2023",11568,"AT",1.2749285,2.845117,0.3817861,1.0862262,1,0,0,0,5,5,2,0,0,0,0,3,6,6,0.00053651404,3,82
"ESS10SCe03_1",10,"3.1","02.11.2023",11573,"AT",1.4002106,1.3964807,0.3817861,0.53315693,2,2,2,0,5,9,5,3,4,5,2,5,10,5,0.00048851006,67,1188
"ESS10SCe03_1",10,"3.1","02.11.2023",11621,"AT",0.5445455,0.35276297,0.3817861,0.13468,10,5,6,8,10,6,5,9,6,8,5,5,6,6,0.0012561247,2,880
"ESS10SCe03_1",10,"3.1","02.11.2023",11634,"AT",1.4633431,1.2170941,0.3817861,0.46466962,2,0,1,2,6,8,6,0,2,4,8,8,4,7,0.00046743444,57,1409
"ESS10SCe03_1",10,"3.1","02.11.2023",11649,"AT",0.527563,0.34176138,0.3817861,0.13047975,0,0,0,0,6,3,0,0,3,4,3,4,0,1,0.0012965599,61,1738
"ESS10SCe03_1",10,"3.1","02.11.2023",11682,"AT",0.37861174,1.0131463,0.3817861,0.38680518,3,1,1,1,6,8,5,0,2,3,3,5,5,2,0.0018066448,7,1262
"ESS10SCe03_1",10,"3.1","02.11.2023",11689,"AT",0.66631395,0.29356277,0.3817861,0.11207819,2,1,1,2,2,6,7,5,7,7,8,5,9,7,0.0010265686,105,259
"ESS10SCe03_1",10,"3.1","02.11.2023",11696,"AT",1.2580651,2.8074853,0.3817861,1.0718589,3,0,0,5,3,8,5,10,3,0,8,8,8,10,0.0005437056,16,1663
"ESS10SCe03_1",10,"3.1","02.11.2023",11702,"AT",0.7455467,0.35721523,0.3817861,0.13637981,4,2,2,0,7,8,2,0,0,1,0,9,10,2,0.0009174703,91,1608
"ESS10SCe03_1",10,"3.1","02.11.2023",11782,"AT",1.1742966,0.4719092,0.3817861,0.18016838,8,6,6,8,2,2,7,6,9,7,7,8,1,5,0.0005824908,72,105
"ESS10SCe03_1",10,"3.1","02.11.2023",11808,"AT",0.79188985,1.3018057,0.3817861,0.49701136,7,4,3,3,9,8,6,5,8,6,8,8,8,5,0.00086377794,40,1893
"ESS10SCe03_1",10,"3.1","02.11.2023",11827,"AT",0.9912068,0.34877053,0.3817861,0.13315575,5,1,3,5,2,10,10,0,3,5,7,10,6,6,0.000690085,76,981
"ESS10SCe03_1",10,"3.1","02.11.2023",11842,"AT",0.50565416,0.50430727,0.3817861,0.19253752,5,5,5,1,7,8,6,5,9,3,4,9,8,5,0.0013527367,60,637
"ESS10SCe03_1",10,"3.1","02.11.2023",11904,"AT",2.110252,2.068549,0.3817861,0.78974324,5,0,2,7,4,10,3,1,1,6,8,8,4,5,0.00032413998,61,1804
"ESS10SCe03_1",10,"3.1","02.11.2023",11906,"AT",1.4910934,0.77424836,0.3817861,0.29559729,0,0,0,2,6,7,3,0,5,7,8,7,8,3,0.00045873516,91,1583
"ESS10SCe03_1",10,"3.1","02.11.2023",11936,"AT",1.3384918,0.86709076,0.3817861,0.3310432,7,4,5,7,4,6,4,3,5,5,7,6,8,6,0.0005110356,66,168
"ESS10SCe03_1",10,"3.1","02.11.2023",12005,"AT",0.9755621,0.8113958,0.3817861,0.30977967,7,4,3,2,8,8,7,8,9,4,6,8,6,5,0.0007011517,57,1850
"ESS10SCe03_1",10,"3.1","02.11.2023",12030,"AT",1.2913814,3.463118,0.3817861,1.3221704,8,3,3,7,4,3,6,3,4,4,7,4,9,9,0.00052967854,18,104
"ESS10SCe03_1",10,"3.1","02.11.2023",12034,"AT",0.66631395,0.29270387,0.3817861,0.111750275,1,2,2,3,2,5,2,2,3,2,8,3,10,9,0.0010265686,105,1260
"ESS10SCe03_1",10,"3.1","02.11.2023",12077,"AT",0.5520741,1.4805068,0.3817861,0.5652369,6,2,2,5,6,7,10,0,4,7,3,7,10,7,0.001238995,5,318
"ESS10SCe03_1",10,"3.1","02.11.2023",12079,"AT",0.69070166,0.5727907,0.3817861,0.21868353,7,0,0,0,2,8,7,0,8,3,8,5,8,5,0.0009903219,56,1518
"ESS10SCe03_1",10,"3.1","02.11.2023",12089,"AT",1.3056039,0.9468996,0.3817861,0.3615131,6,3,2,3,5,10,8,1,3,3,4,9,3,0,0.00052390853,45,418
"ESS10SCe03_1",10,"3.1","02.11.2023",12090,"AT",0.5871483,0.24029408,0.3817861,0.09174094,5,5,5,99,99,7,7,5,7,7,5,7,7,7,0.0011649816,72,422
"ESS10SCe03_1",10,"3.1","02.11.2023",12127,"AT",2.4375684,1.5790854,0.3817861,0.60287285,7,6,6,7,5,8,8,9,9,9,8,8,8,7,0.00028061448,29,1666
"ESS10SCe03_1",10,"3.1","02.11.2023",12133,"AT",0.9572266,0.8658159,0.3817861,0.33055648,3,1,1,4,5,5,7,1,4,7,8,9,7,4,0.0007145821,64,1191
"ESS10SCe03_1",10,"3.1","02.11.2023",12166,"AT",0.61444527,0.46614385,0.3817861,0.17796725,6,5,6,7,7,7,7,5,6,7,7,6,8,8,0.0011132269,31,806
"ESS10SCe03_1",10,"3.1","02.11.2023",12168,"AT",1.022615,0.85053074,0.3817861,0.32472083,5,1,3,9,3,7,3,3,5,2,8,7,6,8,0.00066889,12,791
"ESS10SCe03_1",10,"3.1","02.11.2023",12178,"AT",0.8423468,1.8797722,0.3817861,0.7176709,5,5,0,3,10,10,6,5,8,9,9,7,9,5,0.00081203727,26,1070
"ESS10SCe03_1",10,"3.1","02.11.2023",12195,"AT",0.98824126,0.6564388,0.3817861,0.25061923,2,0,0,0,5,10,2,0,0,1,0,10,7,2,0.0006921559,37,155
"ESS10SCe03_1",10,"3.1","02.11.2023",12207,"AT",0.5234405,0.22994117,0.3817861,0.08778835,2,2,0,0,3,10,6,0,1,7,8,8,10,1,0.0013067713,78,1576
"ESS10SCe03_1",10,"3.1","02.11.2023",12218,"AT",0.3777803,0.15538566,0.3817861,0.05932409,7,7,6,6,5,5,7,6,5,4,7,6,7,5,0.0018106212,97,1511
"ESS10SCe03_1",10,"3.1","02.11.2023",12261,"AT",0.84631556,0.40549654,0.3817861,0.15481295,6,5,6,7,2,1,5,1,7,3,8,1,3,3,0.00080822926,112,640
"ESS10SCe03_1",10,"3.1","02.11.2023",12275,"AT",0.98824126,0.82194155,0.3817861,0.31380588,0,0,1,5,2,8,8,0,0,4,8,8,8,8,0.0006921559,37,1646
"ESS10SCe03_1",10,"3.1","02.11.2023",12283,"AT",0.5996332,0.5980359,0.3817861,0.22832179,1,0,0,2,5,7,7,0,3,6,6,5,2,2,0.0011407257,28,1519
"ESS10SCe03_1",10,"3.1","02.11.2023",12311,"AT",0.47470778,0.30752125,0.3817861,0.117407344,2,2,1,5,7,4,3,2,4,3,2,3,8,1,0.0014409221,62,811
"ESS10SCe03_1",10,"3.1","02.11.2023",12336,"AT",0.5441817,0.20906457,0.3817861,0.07981795,4,1,0,8,5,7,6,0,5,2,4,6,10,4,0.0012569643,90,1603
"ESS10SCe03_1",10,"3.1","02.11.2023",12424,"AT",1.2324293,0.5069134,0.3817861,0.19353251,5,5,2,4,3,10,7,2,6,4,7,10,10,9,0.0005550152,102,721
"ESS10SCe03_1",10,"3.1","02.11.2023",12437,"AT",1.1749231,0.89134574,0.3817861,0.34030342,8,6,7,6,2,8,7,6,3,7,8,8,3,2,0.0005821802,30,1870
"ESS10SCe03_1",10,"3.1","02.11.2023",12447,"AT",1.0254709,0.6811684,0.3817861,0.26006064,5,5,5,0,5,5,6,3,6,6,5,5,5,0,0.0006670272,50,977
"ESS10SCe03_1",10,"3.1","02.11.2023",12479,"AT",1.4823618,1.4784133,0.3817861,0.5644377,8,2,2,1,2,8,8,2,8,7,6,8,9,7,0.00046143727,37,695
"ESS10SCe03_1",10,"3.1","02.11.2023",12522,"AT",0.48851377,0.48721275,0.3817861,0.18601106,0,0,0,0,7,3,0,0,0,0,2,2,6,2,0.0014002001,43,1863
"ESS10SCe03_1",10,"3.1","02.11.2023",12531,"AT",1.0113083,0.8411266,0.3817861,0.32113048,7,3,3,1,4,9,8,7,7,6,9,8,8,8,0.00067636836,60,1172
"ESS10SCe03_1",10,"3.1","02.11.2023",12557,"AT",1.0240833,0.6634132,0.3817861,0.25328195,2,1,1,1,6,8,3,1,2,1,3,8,7,5,0.00066793105,58,1927
"ESS10SCe03_1",10,"3.1","02.11.2023",12605,"AT",0.50565416,0.36672968,0.3817861,0.1400123,7,2,2,2,4,10,4,0,3,3,3,10,8,6,0.0013527367,60,1317
"ESS10SCe03_1",10,"3.1","02.11.2023",12612,"AT",2.7749362,2.1438975,0.3817861,0.8185103,7,7,5,6,3,1,2,4,1,8,9,1,10,8,0.00024649827,32,1777
"ESS10SCe03_1",10,"3.1","02.11.2023",12623,"AT",0.480703,1.5074315,0.3817861,0.5755164,9,2,3,6,8,7,3,2,8,8,10,7,10,10,0.0014229513,68,1355
"ESS10SCe03_1",10,"3.1","02.11.2023",12638,"AT",0.5871483,0.310194,0.3817861,0.11842776,7,0,0,0,5,6,0,0,0,0,0,4,0,0,0.0011649816,72,1228
"ESS10SCe03_1",10,"3.1","02.11.2023",12686,"AT",1.0113083,0.8411266,0.3817861,0.32113048,5,3,3,0,7,8,7,6,7,7,7,7,9,8,0.00067636836,60,1714
"ESS10SCe03_1",10,"3.1","02.11.2023",12711,"AT",1.0883634,0.56513166,0.3817861,0.21575943,7,4,2,9,2,3,1,8,8,6,7,8,10,10,0.00062848214,90,410
"ESS10SCe03_1",10,"3.1","02.11.2023",12717,"AT",0.7555606,0.3319089,0.3817861,0.12671822,0,1,3,0,5,10,3,0,0,1,3,10,5,5,0.0009053106,97,1438
"ESS10SCe03_1",10,"3.1","02.11.2023",12720,"AT",0.9986648,0.66336274,0.3817861,0.2532627,5,3,2,2,5,9,8,4,7,3,8,8,10,8,0.0006849315,48,1742
"ESS10SCe03_1",10,"3.1","02.11.2023",12728,"AT",1.3874681,1.1539874,0.3817861,0.44057637,6,2,3,6,4,6,4,2,4,3,4,7,6,6,0.00049299654,32,1940
"ESS10SCe03_1",10,"3.1","02.11.2023",12758,"AT",0.8349567,0.36786306,0.3817861,0.14044501,3,3,3,3,5,9,6,5,7,7,8,8,9,7,0.0008192245,99,538
"ESS10SCe03_1",10,"3.1","02.11.2023",12761,"AT",0.528447,1.6571511,0.3817861,0.6326773,5,4,4,1,5,9,5,0,3,1,8,6,8,6,0.001294391,36,1468
"ESS10SCe03_1",10,"3.1","02.11.2023",12764,"AT",0.528447,0.38326016,0.3817861,0.14632341,7,1,2,5,3,10,8,5,8,6,6,8,10,8,0.001294391,36,794
"ESS10SCe03_1",10,"3.1","02.11.2023",12772,"AT",0.45490637,0.94299513,0.3817861,0.36002246,6,2,1,5,2,9,7,4,7,2,8,6,8,7,0.0015036435,17,1729
"ESS10SCe03_1",10,"3.1","02.11.2023",12781,"AT",1.013695,0.8431118,0.3817861,0.3218884,2,0,1,5,3,9,2,0,3,0,5,5,4,1,0.000674776,38,1106
"ESS10SCe03_1",10,"3.1","02.11.2023",12784,"AT",1.1425477,1.9859102,0.3817861,0.75819296,0,0,1,4,5,8,2,0,0,3,7,9,8,7,0.0005986769,8,1737
"ESS10SCe03_1",10,"3.1","02.11.2023",12789,"AT",0.89729786,1.5596308,0.3817861,0.5954454,3,1,2,99,3,9,9,3,99,5,8,8,9,99,0.0007623076,4,51
"ESS10SCe03_1",10,"3.1","02.11.2023",12838,"AT",1.1992664,1.1960717,0.3817861,0.45664358,7,5,5,5,8,2,8,8,5,4,8,7,10,7,0.00057036284,28,1071
"ESS10SCe03_1",10,"3.1","02.11.2023",12851,"AT",1.056894,0.82065135,0.3817861,0.3133133,3,6,6,7,7,6,3,9,9,7,9,5,10,10,0.0006471955,36,984
"ESS10SCe03_1",10,"3.1","02.11.2023",12863,"AT",1.5673647,3.1903844,0.3817861,1.2180445,6,4,4,2,6,8,6,8,6,3,7,8,6,6,0.00043641217,25,10
"ESS10SCe03_1",10,"3.1","02.11.2023",12882,"AT",0.60737973,0.44050688,0.3817861,0.16817941,5,4,5,5,6,8,6,6,6,6,7,7,9,6,0.0011261768,33,890
"ESS10SCe03_1",10,"3.1","02.11.2023",12896,"AT",0.42301053,3.5591674,0.3817861,1.3588407,10,10,10,10,0,10,10,10,10,10,10,0,10,10,0.0016170212,118,1280
"ESS10SCe03_1",10,"3.1","02.11.2023",12941,"AT",0.8216196,1.3648208,0.3817861,0.52106965,9,7,7,7,2,9,7,5,5,5,8,9,9,9,0.00083252275,102,426
"ESS10SCe03_1",10,"3.1","02.11.2023",12942,"AT",0.7496826,0.3293265,0.3817861,0.12573229,5,2,2,2,5,10,8,4,5,7,7,8,7,5,0.00091240875,106,1225
"ESS10SCe03_1",10,"3.1","02.11.2023",12950,"AT",1.1079152,4,0.3817861,1.5271444,99,5,99,99,99,8,5,5,5,5,5,8,9,5,0.00061739114,19,1902
"ESS10SCe03_1",10,"3.1","02.11.2023",12966,"AT",1.168301,1.1677006,0.3817861,0.4458119,6,4,3,6,0,5,99,2,3,7,9,8,1,3,0.00058548007,35,1635
"ESS10SCe03_1",10,"3.1","02.11.2023",13081,"AT",1.129806,0.38770068,0.3817861,0.14801873,7,2,4,6,2,4,4,3,5,3,10,3,9,9,0.0006054287,101,1504
"ESS10SCe03_1",10,"3.1","02.11.2023",13091,"AT",1.4868103,0.6550547,0.3817861,0.25009078,7,3,3,3,5,8,8,5,5,2,4,3,8,2,0.00046005668,76,455
"ESS10SCe03_1",10,"3.1","02.11.2023",13095,"AT",0.89729786,2.4011228,0.3817861,0.9167154,3,3,3,0,8,6,8,10,2,2,3,8,9,0,0.0007623076,4,836
"ESS10SCe03_1",10,"3.1","02.11.2023",13125,"AT",0.83871,1.4947877,0.3817861,0.5706892,0,0,0,0,5,5,5,0,0,4,1,9,5,5,0.00081555836,16,1485
"ESS10SCe03_1",10,"3.1","02.11.2023",13144,"AT",1.1883165,0.9180852,0.3817861,0.3505122,4,3,0,8,4,8,8,8,6,6,6,8,8,8,0.0005756185,23,633
"ESS10SCe03_1",10,"3.1","02.11.2023",13242,"AT",1.0393327,1.8523467,0.3817861,0.7072002,0,0,0,1,0,10,6,0,5,2,7,10,10,7,0.0006581309,10,1842
"ESS10SCe03_1",10,"3.1","02.11.2023",13245,"AT",0.52207124,0.20057015,0.3817861,0.0765749,1,1,2,5,4,8,6,1,3,7,8,8,6,3,0.0013101986,104,733
"ESS10SCe03_1",10,"3.1","02.11.2023",13248,"AT",0.3777803,0.15538566,0.3817861,0.05932409,1,2,1,3,5,8,3,1,5,3,6,2,8,8,0.0018106212,97,1985
