"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","trstprl","trstplt","trstprt","trstep","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","atchctr","atcherp","prob","stratum","psu"
"ESS9e03_2",9,"3.2","23.11.2023",1382,"AT",0.59286696,0.18528283,0.30209145,0.055972356,9,6,6,9,1,6,6,8,8,10,8,6,7,7,0.0011523642,57,1629
"ESS9e03_2",9,"3.2","23.11.2023",1393,"AT",1.0791376,1.92127,0.30209145,0.5803992,7,5,5,5,5,10,8,8,8,8,6,10,10,8,0.0006330969,19,1073
"ESS9e03_2",9,"3.2","23.11.2023",1406,"AT",1.1525277,0.36018798,0.30209145,0.10880971,5,4,4,3,5,7,6,4,5,6,7,7,10,6,0.00059278286,75,9
"ESS9e03_2",9,"3.2","23.11.2023",1473,"AT",0.9933993,0.31045708,0.30209145,0.093786426,6,5,5,3,6,9,7,5,8,7,8,9,9,6,0.0006877382,74,1982
"ESS9e03_2",9,"3.2","23.11.2023",1478,"AT",1.7523286,2.3606374,0.30209145,0.7131284,9,7,7,8,4,9,7,8,8,7,7,9,8,9,0.00038988044,65,1822
"ESS9e03_2",9,"3.2","23.11.2023",1516,"AT",1.1136138,1.4070302,0.30209145,0.4250518,3,2,1,1,7,3,3,4,3,2,3,3,5,6,0.00061349693,20,224
"ESS9e03_2",9,"3.2","23.11.2023",1539,"AT",1.0723196,1.6081586,0.30209145,0.48581097,10,88,88,6,0,1,7,8,8,8,9,9,7,8,0.0006371222,26,1143
"ESS9e03_2",9,"3.2","23.11.2023",1564,"AT",0.8539414,0.6732673,0.30209145,0.20338829,9,7,5,8,77,9,8,10,9,9,10,9,10,8,0.00080005336,27,1187
"ESS9e03_2",9,"3.2","23.11.2023",1597,"AT",0.63620025,0.24751462,0.30209145,0.07477205,8,8,8,8,4,10,8,4,1,3,10,10,10,10,0.0010738736,61,1718
"ESS9e03_2",9,"3.2","23.11.2023",1641,"AT",2.042024,2.4472933,0.30209145,0.7393064,2,2,2,2,4,8,7,0,0,2,2,10,7,7,0.00033456937,4,814
"ESS9e03_2",9,"3.2","23.11.2023",1644,"AT",1.037346,1.492941,0.30209145,0.4510047,3,5,5,88,10,7,8,5,5,4,9,7,10,5,0.00065860245,12,954
"ESS9e03_2",9,"3.2","23.11.2023",1732,"AT",0.4261578,0.30394697,0.30209145,0.09181978,5,6,5,88,5,6,6,5,7,7,8,6,7,4,0.0016031588,82,146
"ESS9e03_2",9,"3.2","23.11.2023",1746,"AT",1.0791376,1.2933083,0.30209145,0.39069736,6,5,5,4,0,8,8,4,8,10,10,7,7,7,0.0006330969,19,1110
"ESS9e03_2",9,"3.2","23.11.2023",1753,"AT",0.6061253,1.4618888,0.30209145,0.4416241,6,3,3,6,1,8,6,0,2,3,5,7,4,5,0.0011271575,64,1453
"ESS9e03_2",9,"3.2","23.11.2023",1766,"AT",0.8523156,0.68441707,0.30209145,0.20675655,6,5,5,5,5,10,7,5,3,8,8,8,10,10,0.0008015794,82,157
"ESS9e03_2",9,"3.2","23.11.2023",1775,"AT",0.8523156,0.26636583,0.30209145,0.08046684,1,0,0,0,88,8,7,1,88,8,4,8,9,88,0.0008015794,82,162
"ESS9e03_2",9,"3.2","23.11.2023",1804,"AT",2.0303144,0.8732108,0.30209145,0.2637895,5,4,4,6,88,10,10,88,88,8,8,10,10,0,0.00033649892,95,540
"ESS9e03_2",9,"3.2","23.11.2023",1840,"AT",0.95936275,1.1497614,0.30209145,0.3473331,3,4,3,3,5,7,9,8,8,10,6,10,9,4,0.000712138,3,777
"ESS9e03_2",9,"3.2","23.11.2023",1863,"AT",1.4876366,0.86827874,0.30209145,0.2622996,4,2,2,2,1,7,4,3,6,9,9,7,9,8,0.00045925105,36,1128
"ESS9e03_2",9,"3.2","23.11.2023",1870,"AT",0.6042892,0.90156925,0.30209145,0.27235636,0,1,1,0,3,9,9,0,3,88,9,10,6,6,0.0011305823,7,866
"ESS9e03_2",9,"3.2","23.11.2023",1893,"AT",0.5583868,0.3982563,0.30209145,0.12030982,8,7,7,7,5,6,6,7,6,6,6,7,6,4,0.0012235222,55,1543
"ESS9e03_2",9,"3.2","23.11.2023",1903,"AT",1.6084795,0.9388099,0.30209145,0.28360644,9,5,4,7,5,8,7,7,8,7,6,9,10,8,0.0004247481,26,1143
"ESS9e03_2",9,"3.2","23.11.2023",1924,"AT",1.0151572,0.47130013,0.30209145,0.14237574,4,3,5,4,4,7,7,3,7,4,4,7,5,3,0.00067299785,95,543
"ESS9e03_2",9,"3.2","23.11.2023",1942,"AT",1.0627611,1.4156219,0.30209145,0.42764726,10,7,7,8,7,8,7,9,9,9,9,9,9,3,0.00064285257,44,1272
"ESS9e03_2",9,"3.2","23.11.2023",1956,"AT",0.97768,1.3022922,0.30209145,0.39341134,10,7,8,9,5,8,8,3,9,7,6,9,10,10,0.0006987957,50,1477
"ESS9e03_2",9,"3.2","23.11.2023",1958,"AT",0.5735685,0.8601817,0.30209145,0.25985354,7,4,4,7,5,7,6,3,4,6,7,7,9,9,0.0011911369,26,1132
"ESS9e03_2",9,"3.2","23.11.2023",1961,"AT",0.6838818,0.53631663,0.30209145,0.16201667,9,5,5,7,5,9,9,7,8,4,6,8,10,9,0.000999001,64,1564
"ESS9e03_2",9,"3.2","23.11.2023",1984,"AT",0.37701178,0.6712224,0.30209145,0.20277055,88,3,3,3,6,10,5,7,4,4,7,10,10,7,0.0018121414,102,664
"ESS9e03_2",9,"3.2","23.11.2023",2042,"AT",0.50140136,0.8117229,0.30209145,0.24521454,6,2,2,3,4,8,7,3,7,7,6,7,7,8,0.0013625782,103,697
"ESS9e03_2",9,"3.2","23.11.2023",2103,"AT",0.97768,0.7103757,0.30209145,0.21459843,5,3,3,4,7,9,7,7,8,7,7,9,7,5,0.0006987957,50,1447
"ESS9e03_2",9,"3.2","23.11.2023",2127,"AT",1.081864,0.8529666,0.30209145,0.25767392,88,88,88,88,6,7,88,5,7,6,4,8,4,4,0.0006315014,47,1368
"ESS9e03_2",9,"3.2","23.11.2023",2135,"AT",0.5811743,0.1816287,0.30209145,0.05486848,5,1,1,5,4,6,4,5,7,6,5,7,8,5,0.0011755485,59,1684
"ESS9e03_2",9,"3.2","23.11.2023",2153,"AT",0.9872448,0.41455382,0.30209145,0.12523316,8,5,4,6,3,9,5,1,7,7,4,9,10,6,0.0006920256,68,1872
"ESS9e03_2",9,"3.2","23.11.2023",2188,"AT",1.8553398,0.7218228,0.30209145,0.2180565,5,3,3,3,5,9,5,5,5,5,5,9,8,8,0.0003682337,63,1789
"ESS9e03_2",9,"3.2","23.11.2023",2237,"AT",1.0723196,0.8409392,0.30209145,0.25404054,7,3,3,8,3,8,7,3,4,2,8,8,10,10,0.0006371222,26,1143
"ESS9e03_2",9,"3.2","23.11.2023",2247,"AT",0.9872448,0.79276675,0.30209145,0.23948805,8,5,5,5,3,9,9,4,6,3,9,9,8,8,0.0006920256,68,1870
"ESS9e03_2",9,"3.2","23.11.2023",2284,"AT",0.46808594,0.36708432,0.30209145,0.11089303,6,5,4,5,5,8,6,7,8,6,7,7,9,7,0.001459558,30,236
"ESS9e03_2",9,"3.2","23.11.2023",2295,"AT",1.5394742,4.0001955,0.30209145,1.2084248,10,5,6,5,6,10,8,10,88,10,10,10,8,2,0.000443787,2,771
"ESS9e03_2",9,"3.2","23.11.2023",2370,"AT",1.1320602,1.3567339,0.30209145,0.40985772,4,4,4,3,6,9,7,7,8,4,8,9,9,7,0.00060350035,99,600
"ESS9e03_2",9,"3.2","23.11.2023",2437,"AT",0.91924375,0.66791606,0.30209145,0.20177174,6,6,4,5,5,8,6,5,8,7,8,8,9,7,0.0007432181,46,1329
"ESS9e03_2",9,"3.2","23.11.2023",2470,"AT",0.86549884,0.6288656,0.30209145,0.18997492,6,5,5,2,88,10,8,8,10,8,8,8,10,10,0.0007893698,29,1953
"ESS9e03_2",9,"3.2","23.11.2023",2480,"AT",0.8539414,0.6732673,0.30209145,0.20338829,88,88,88,2,5,8,7,9,8,7,8,8,9,4,0.00080005336,27,1354
"ESS9e03_2",9,"3.2","23.11.2023",2508,"AT",0.85419756,0.3586859,0.30209145,0.10835595,4,3,3,4,6,7,8,7,6,2,4,8,10,10,0.00079981337,86,223
"ESS9e03_2",9,"3.2","23.11.2023",2511,"AT",1.7126081,0.64273196,0.30209145,0.19416383,2,2,2,2,77,8,4,1,1,0,1,7,9,5,0.00039892292,56,1573
"ESS9e03_2",9,"3.2","23.11.2023",2580,"AT",0.6033864,0.4731903,0.30209145,0.14294675,8,5,5,8,4,7,8,1,7,7,8,7,10,10,0.0011322738,24,1112
"ESS9e03_2",9,"3.2","23.11.2023",2606,"AT",0.8523156,0.26636583,0.30209145,0.08046684,3,1,1,3,5,9,9,3,3,2,8,9,10,8,0.0008015794,82,152
"ESS9e03_2",9,"3.2","23.11.2023",2614,"AT",1.1167736,0.43448243,0.30209145,0.13125342,7,8,8,8,88,5,5,5,6,5,6,5,5,2,0.0006117611,55,1548
"ESS9e03_2",9,"3.2","23.11.2023",2616,"AT",1.6187063,4.0001955,0.30209145,1.2084248,3,3,3,88,88,8,10,4,3,10,10,7,10,88,0.00042206462,19,1102
"ESS9e03_2",9,"3.2","23.11.2023",2696,"AT",0.43808216,0.1644097,0.30209145,0.049666762,5,2,2,0,10,8,8,6,5,8,8,8,8,5,0.0015595218,65,1797
"ESS9e03_2",9,"3.2","23.11.2023",2702,"AT",0.5016955,0.2117949,0.30209145,0.06398143,6,4,4,7,5,9,7,3,0,7,9,9,9,7,0.0013617794,93,499
"ESS9e03_2",9,"3.2","23.11.2023",2706,"AT",1.6084795,1.261409,0.30209145,0.3810609,5,5,5,5,5,9,7,5,5,6,9,9,9,7,0.0004247481,26,1143
"ESS9e03_2",9,"3.2","23.11.2023",2724,"AT",2.0944307,1.6823103,0.30209145,0.50821155,0,1,1,1,5,9,8,88,6,6,8,9,10,5,0.00032619777,43,1342
"ESS9e03_2",9,"3.2","23.11.2023",2898,"AT",1.4793528,0.57554466,0.30209145,0.17386712,6,4,4,4,5,8,7,5,8,7,8,8,8,6,0.00046182267,77,67
"ESS9e03_2",9,"3.2","23.11.2023",2908,"AT",1.722913,1.0056008,0.30209145,0.30378342,5,4,5,5,5,7,8,7,8,7,9,8,8,5,0.00039653693,48,1430
"ESS9e03_2",9,"3.2","23.11.2023",2911,"AT",0.5530676,1.3339212,0.30209145,0.4029662,3,2,2,5,4,9,8,4,7,6,7,9,7,8,0.0012352896,1,2
"ESS9e03_2",9,"3.2","23.11.2023",2926,"AT",1.0292957,1.832533,0.30209145,0.55359256,5,5,5,88,4,8,8,4,4,8,8,7,6,6,0.00066375354,14,1004
"ESS9e03_2",9,"3.2","23.11.2023",2963,"AT",1.0874815,0.8528295,0.30209145,0.2576325,6,4,4,4,0,8,7,0,3,6,7,8,8,8,0.00062823936,23,890
"ESS9e03_2",9,"3.2","23.11.2023",3008,"AT",0.57626384,0.2675382,0.30209145,0.080821,1,4,5,0,7,3,4,5,5,6,7,7,10,4,0.0011855657,75,8
"ESS9e03_2",9,"3.2","23.11.2023",3042,"AT",1.3142464,1.0553515,0.30209145,0.31881267,8,8,8,8,5,8,8,6,8,7,7,8,10,10,0.00051984057,65,1802
"ESS9e03_2",9,"3.2","23.11.2023",3124,"AT",0.533265,0.41819936,0.30209145,0.12633444,0,0,0,2,5,10,6,3,4,3,4,10,10,5,0.0012811616,33,791
"ESS9e03_2",9,"3.2","23.11.2023",3126,"AT",0.57430434,0.45038357,0.30209145,0.13605702,5,5,5,1,5,7,7,88,6,4,6,6,7,3,0.0011896107,48,1418
"ESS9e03_2",9,"3.2","23.11.2023",3142,"AT",0.43274942,0.25257996,0.30209145,0.076302245,1,0,0,0,88,5,3,2,2,5,8,7,10,8,0.0015787396,29,1920
"ESS9e03_2",9,"3.2","23.11.2023",3147,"AT",1.0874815,1.7607293,0.30209145,0.5319013,5,8,3,3,0,10,3,0,8,8,8,10,9,8,0.00062823936,23,890
"ESS9e03_2",9,"3.2","23.11.2023",3163,"AT",0.45962188,0.33395803,0.30209145,0.10088587,8,4,4,8,3,7,6,7,8,88,9,6,7,2,0.0014864362,46,1338
"ESS9e03_2",9,"3.2","23.11.2023",3171,"AT",1.147137,0.8335019,0.30209145,0.2517938,5,3,3,1,88,77,6,5,7,7,8,5,8,7,0.00059556845,26,1132
"ESS9e03_2",9,"3.2","23.11.2023",3173,"AT",0.5530676,0.7366986,0.30209145,0.22255036,5,5,5,7,7,10,7,8,8,5,8,10,10,8,0.0012352896,1,2
"ESS9e03_2",9,"3.2","23.11.2023",3195,"AT",0.601063,0.47389197,0.30209145,0.14315872,8,10,9,8,1,10,7,9,9,8,9,9,10,9,0.0011366507,39,1203
"ESS9e03_2",9,"3.2","23.11.2023",3217,"AT",1.1525277,0.44839272,0.30209145,0.13545561,7,1,1,0,5,10,8,10,8,1,7,10,9,1,0.00059278286,75,37
"ESS9e03_2",9,"3.2","23.11.2023",3220,"AT",0.8202559,2.128046,0.30209145,0.6428645,9,10,8,10,8,9,8,8,9,7,7,10,10,10,0.0008329092,9,898
"ESS9e03_2",9,"3.2","23.11.2023",3262,"AT",1.1623486,0.3632574,0.30209145,0.10973696,3,3,3,5,6,7,7,7,7,7,4,8,8,5,0.00058777427,59,1682
"ESS9e03_2",9,"3.2","23.11.2023",3283,"AT",0.6061253,1.5249664,0.30209145,0.4606793,1,1,1,1,0,8,8,88,0,3,8,9,0,10,0.0011271575,64,1453
"ESS9e03_2",9,"3.2","23.11.2023",3284,"AT",1.1796563,1.9456217,0.30209145,0.5877557,4,88,88,2,88,7,4,88,5,7,7,7,3,4,0.00057915057,13,987
"ESS9e03_2",9,"3.2","23.11.2023",3323,"AT",1.6519377,0.96417475,0.30209145,0.29126894,6,4,4,7,2,9,9,7,7,7,9,6,10,10,0.0004135741,43,1231
"ESS9e03_2",9,"3.2","23.11.2023",3393,"AT",0.5016955,0.2329188,0.30209145,0.07036278,5,6,6,5,3,9,8,6,7,9,9,8,10,10,0.0013617794,93,498
"ESS9e03_2",9,"3.2","23.11.2023",3409,"AT",1.2068704,0.84589547,0.30209145,0.25553778,6,5,4,6,5,8,6,4,7,8,7,8,8,7,0.00056609116,31,413
"ESS9e03_2",9,"3.2","23.11.2023",3469,"AT",0.9872448,0.41455382,0.30209145,0.12523316,5,5,5,5,5,10,8,77,5,8,6,9,8,6,0.0006920256,68,1879
"ESS9e03_2",9,"3.2","23.11.2023",3502,"AT",1.0723196,0.84544194,0.30209145,0.25540078,3,2,2,2,5,4,4,3,2,0,3,4,7,5,0.0006371222,26,1143
"ESS9e03_2",9,"3.2","23.11.2023",3566,"AT",1.147137,2.766733,0.30209145,0.83580637,8,7,7,8,3,9,8,2,4,2,7,10,7,8,0.00059556845,26,1132
"ESS9e03_2",9,"3.2","23.11.2023",3590,"AT",0.5568069,0.4045721,0.30209145,0.122217774,5,4,4,1,7,7,5,7,4,3,88,6,9,8,0.0012269939,20,224
"ESS9e03_2",9,"3.2","23.11.2023",3604,"AT",0.8202559,1.3279192,0.30209145,0.40115306,0,0,0,0,7,10,5,6,5,6,7,10,9,7,0.0008329092,9,883
"ESS9e03_2",9,"3.2","23.11.2023",3651,"AT",1.1042198,0.8023186,0.30209145,0.24237359,3,3,3,3,4,10,8,3,3,4,7,8,10,9,0.0006187162,20,113
"ESS9e03_2",9,"3.2","23.11.2023",3654,"AT",0.71952206,0.32696733,0.30209145,0.09877403,4,3,5,2,5,8,5,7,3,7,9,8,9,8,0.0009495173,72,1957
"ESS9e03_2",9,"3.2","23.11.2023",3667,"AT",1.0627724,0.71899295,0.30209145,0.21720162,5,4,4,1,6,8,7,5,6,6,8,8,10,3,0.00064284564,79,83
"ESS9e03_2",9,"3.2","23.11.2023",3676,"AT",0.30985904,0.14385614,0.30209145,0.04345771,4,2,1,2,7,9,10,7,5,7,10,9,10,5,0.0022048692,69,1917
"ESS9e03_2",9,"3.2","23.11.2023",3678,"AT",0.6033864,0.9048988,0.30209145,0.2733622,8,5,5,7,5,8,7,3,7,8,8,8,7,9,0.0011322738,24,1112
"ESS9e03_2",9,"3.2","23.11.2023",3684,"AT",0.5400543,0.80991995,0.30209145,0.2446699,8,5,5,6,0,9,6,6,4,6,8,9,9,8,0.0012650555,22,557
"ESS9e03_2",9,"3.2","23.11.2023",3730,"AT",0.601063,0.80062926,0.30209145,0.24186325,9,8,8,1,6,9,7,7,9,9,9,9,10,1,0.0011366507,39,1216
"ESS9e03_2",9,"3.2","23.11.2023",3734,"AT",1.0948259,2.3188758,0.30209145,0.7005125,5,4,3,4,5,5,88,4,6,7,7,6,5,5,0.00062402495,21,446
"ESS9e03_2",9,"3.2","23.11.2023",3773,"AT",0.61931956,0.24094728,0.30209145,0.07278811,3,3,3,3,77,8,8,2,7,6,8,9,10,9,0.0011031439,83,194
"ESS9e03_2",9,"3.2","23.11.2023",3814,"AT",0.95653504,0.3721414,0.30209145,0.11242073,6,3,3,4,3,10,8,5,7,6,6,7,10,8,0.0007142432,91,459
"ESS9e03_2",9,"3.2","23.11.2023",3838,"AT",0.5568069,0.4366616,0.30209145,0.13191174,7,3,3,4,3,8,5,0,3,2,5,5,3,6,0.0012269939,20,224
"ESS9e03_2",9,"3.2","23.11.2023",3851,"AT",0.9310859,0.6525983,0.30209145,0.19714437,1,5,7,2,8,4,4,2,4,6,7,5,9,6,0.0007337654,38,1200
"ESS9e03_2",9,"3.2","23.11.2023",3893,"AT",1.4051688,4.0001955,0.30209145,1.2084248,5,6,6,6,7,7,9,2,4,8,8,8,9,3,0.00048620396,101,654
"ESS9e03_2",9,"3.2","23.11.2023",3917,"AT",0.4108159,1.1236253,0.30209145,0.3394376,5,3,3,2,3,9,5,5,6,8,8,8,9,2,0.0016630288,18,1051
"ESS9e03_2",9,"3.2","23.11.2023",3949,"AT",0.9062915,1.6135384,0.30209145,0.48743615,7,8,7,8,5,8,8,8,8,8,8,7,9,9,0.00075383985,100,634
"ESS9e03_2",9,"3.2","23.11.2023",4018,"AT",1.1871475,0.46186167,0.30209145,0.13952446,5,3,3,4,5,9,7,5,6,3,8,8,8,8,0.000575496,89,331
"ESS9e03_2",9,"3.2","23.11.2023",4068,"AT",2.3246973,0.7265148,0.30209145,0.21947391,4,6,4,5,88,10,6,5,5,2,7,10,10,10,0.00029388713,59,1691
"ESS9e03_2",9,"3.2","23.11.2023",4081,"AT",1.1668464,1.7499206,0.30209145,0.52863604,8,5,4,6,0,7,9,0,6,3,7,7,5,9,0.00058550865,25,1113
"ESS9e03_2",9,"3.2","23.11.2023",4112,"AT",0.4553519,0.32476887,0.30209145,0.0981099,0,0,3,0,2,8,5,2,8,2,10,10,8,6,0.0015003751,70,1929
"ESS9e03_2",9,"3.2","23.11.2023",4180,"AT",0.54741293,0.42929468,0.30209145,0.12968625,5,4,3,3,5,9,6,6,6,4,5,6,9,8,0.0012480499,21,446
"ESS9e03_2",9,"3.2","23.11.2023",4199,"AT",0.6061253,0.4248332,0.30209145,0.12833849,4,2,2,5,2,9,9,0,3,7,8,9,10,10,0.0011271575,64,1453
"ESS9e03_2",9,"3.2","23.11.2023",4211,"AT",1.1871475,0.55114895,0.30209145,0.16649738,6,7,7,5,4,9,7,6,7,7,7,9,8,5,0.000575496,89,388
"ESS9e03_2",9,"3.2","23.11.2023",4249,"AT",1.1769805,0.8551859,0.30209145,0.25834435,5,2,2,0,5,2,7,6,8,7,8,2,7,7,0.0005804673,23,779
"ESS9e03_2",9,"3.2","23.11.2023",4268,"AT",1.2324476,1.7737304,0.30209145,0.53582877,5,3,4,4,5,7,6,6,5,7,4,8,8,8,0.0005543429,18,1049
